event_id,event_time,ingestion_date,loan_id,customer_id,event_type,installment_number,principal_amount,installment_amount,outstanding_balance,interest_rate,term_months,days_past_due,loan_status,channel,region,product_type
EVT000012007,2024-07-07 16:18:44,2024-07-07,LN101206,CU901206,PAYMENT,5,8378793.0,237063.98,7193473.1,0.2244,18,0,ACTIVE,ONLINE,BOGOTA,MICROCREDITO
EVT000000615,2023-11-30 04:12:04,2023-12-01,LN100063,CU900063,DELINQUENCY,2,26076017.0,466152.26,0.0,0.3363,36,28,DELINQUENT,ONLINE,SANTANDER,MICROCREDITO
EVT000017994,2025-09-25 18:58:20,2025-09-25,LN101816,CU901816,PAYMENT,1,4148237.0,96819.85,4051417.15,0.2668,24,0,ACTIVE,ONLINE,VALLE,CONSUMO
EVT000002656,2025-04-06 05:43:17,2025-04-06,LN100265,CU900265,PAYMENT,6,12887549.0,188458.92,11756795.48,0.2387,36,0,ACTIVE,AGENTE,CALDAS,MICROCREDITO
EVT000019374,2023-05-22 06:18:55,2023-05-22,LN101955,CU901955,DISBURSEMENT,0,20543532.0,243029.98,20543532.0,0.1549,36,0,ACTIVE,ONLINE,NARINO,CONSUMO
EVT000011381,2024-10-17 00:44:22,2024-10-17,LN101143,CU901143,DISBURSEMENT,4,7702007.0,392956.4,6130181.4,0.3102,12,0,ACTIVE,OFFLINE,CUNDINAMARCA,MICROCREDITO
EVT000011740,2024-05-05 14:21:08,2024-05-05,LN101180,CU901180,PAYMENT,1,3262262.0,51527.43,0.0,0.1159,24,0,ACTIVE,ONLINE,RISARALDA,CONSUMO
EVT000007203,2024-02-20 11:54:09,2024-02-20,LN100720,CU900720,DELINQUENCY,11,13229414.0,248117.66,10500119.74,0.1751,24,53,DELINQUENT,ONLINE,CUNDINAMARCA,CONSUMO
EVT000016542,2025-12-20 21:23:54,,LN101666,CU901666,PAYMENT,5,4374318.0,110407.79,3822279.05,0.3048,24,8,DELINQUENT,ONLINE,CUNDINAMARCA,VEHICULO
EVT000010682,2025-11-28 08:34:05,2025-11-28,LN101074,CU901074,DISBURSEMENT,0,19634389.0,884529.22,19634389.0,0.2505,12,0,ACTIVE,ONLINE,ANTIOQUIA,MICROCREDITO
EVT000019777,2025-12-21 13:22:51,,LN101994,CU901994,PAYMENT,8,1117348.0,72046.6,0.0,0.1224,6,6,DELINQUENT,APP,CALDAS,CONSUMO
EVT000004595,2024-02-16 19:02:29,2024-02-17,LN100461,CU900461,PAYMENT,5,1278303.0,50000.0,1028303.0,0.2598,18,0,ACTIVE,AGENTE,SANTANDER,VEHICULO
EVT000016492,2025-01-19 18:08:45,,LN101661,CU901661,PAYMENT,5,22206795.0,318445.44,20614567.8,0.0868,24,22,DELINQUENT,ONLINE,NARINO,VEHICULO
EVT000005515,2024-09-03 05:07:47,2024-09-03,LN100552,CU900552,PAYMENT,5,8952084.0,211895.83,7892604.85,0.2734,24,0,ACTIVE,ONLINE,ANTIOQUIA,LIBRANZA
