event_id,event_time,ingestion_date,loan_id,customer_id,event_type,installment_number,principal_amount,installment_amount,outstanding_balance,interest_rate,term_months,days_past_due,loan_status,channel,region,product_type
EVT000007137,2023-04-06 16:58:11,2023-04-07,LN100715,CU900715,PAYMENT,2,4155671.0,141625.27,3872420.46,0.3112,18,0,ACTIVE,OFFLINE,ANTIOQUIA,LIBRANZA
EVT000002016,2024-05-15 11:28:56,2024-05-16,LN100200,CU900200,PAYMENT,8,18041927.0,584197.6,0.0,0.1238,12,0,ACTIVE,ONLINE,VALLE,CONSUMO
EVT000013278,2025-07-02 21:41:05,,LN101333,CU901333,PAYMENT,11,4361595.0,465382.19,0.0,0.3335,6,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000000271,2025-10-15 23:45:35,2025-10-15,LN100029,CU900029,PAYMENT,1,22502544.0,836644.59,21665899.41,0.1718,12,0,ACTIVE,ONLINE,ATLANTICO,CONSUMO
EVT000010094,2023-08-10 01:03:22,2023-08-10,LN101013,CU901013,PAYMENT,4,23126979.0,886688.37,19580225.52,0.1834,12,0,ACTIVE,OFFLINE,BOLIVAR,VEHICULO
EVT000010857,2024-06-09 02:41:23,2024-06-10,LN101093,CU901093,PAYMENT,7,3778569.0,99225.22,3083992.46,0.1939,18,0,ACTIVE,OFFLINE,NARINO,CONSUMO
EVT000012624,2026-06-05 23:29:04,,LN101269,CU901269,PAYMENT,4,22734869.0,386265.42,21189807.32,0.3097,36,65,DELINQUENT,ONLINE,CALDAS,CONSUMO
EVT000010989,2023-07-05 15:45:36,2023-07-06,LN101106,CU901106,PAYMENT,4,7291751.0,182075.02,6563450.92,0.2994,24,0,ACTIVE,ONLINE,ANTIOQUIA,CONSUMO
EVT000015236,2025-01-26 14:51:35,2025-01-26,LN101536,CU901536,PAYMENT,1,4033558.0,354872.43,3678685.57,0.2399,6,0,ACTIVE,APP,CALDAS,CONSUMO
EVT000001921,2024-04-05 17:10:30,2024-04-06,LN100192,CU900192,PAYMENT,1,9541791.0,209967.11,9331823.89,0.2401,24,0,ACTIVE,OFFLINE,BOGOTA,LIBRANZA
EVT000016901,2025-01-20 11:29:28,2025-01-21,LN101701,CU901701,PAYMENT,6,14620546.0,384081.74,12316055.56,0.3254,24,104,DELINQUENT,AGENTE,ANTIOQUIA,MICROCREDITO
EVT000017829,2025-06-14 04:46:35,2025-06-14,LN101799,CU901799,PAYMENT,9,19768917.0,386877.71,16287017.61,0.1914,24,0,ACTIVE,ONLINE,ANTIOQUIA,MICROCREDITO
EVT000011009,2025-02-08 04:38:59,,LN101108,CU901108,PAYMENT,4,24445286.0,750470.28,21443404.88,0.107,12,133,DELINQUENT,OFFLINE,BOLIVAR,CONSUMO
EVT000005394,2025-07-02 10:03:30,2025-07-02,LN100541,CU900541,PAYMENT,5,26574724.0,1260970.65,20269870.75,0.2745,12,0,ACTIVE,ONLINE,ANTIOQUIA,LIBRANZA
EVT000001262,2024-04-04 06:13:30,,LN100129,CU900129,PAYMENT,3,12488478.0,159228.09,12010793.73,0.31,48,0,ACTIVE,ONLINE,BOGOTA,MICROCREDITO
EVT000018448,2026-06-24 06:30:55,2026-06-25,LN101863,CU901863,PAYMENT,9,29660845.0,411000.44,25961841.04,0.2157,36,0,ACTIVE,ONLINE,BOLIVAR,MICROCREDITO
EVT000006879,2026-06-05 03:27:10,2026-06-05,LN100688,CU900688,PAYMENT,10,3526101.0,117654.24,2349558.6,0.3005,18,0,ACTIVE,OFFLINE,VALLE,MICROCREDITO
EVT000011675,2026-01-04 17:30:39,2026-01-05,LN101173,CU901173,DISBURSEMENT,2,13260871.0,414623.23,12431624.54,0.269,18,33,DELINQUENT,AGENTE,BOGOTA,LIBRANZA
EVT000016179,2025-12-21 03:18:53,,LN101629,CU901629,PAYMENT,8,20604603.0,645748.26,15438616.92,0.1134,12,0,ACTIVE,ONLINE,NARINO,MICROCREDITO
EVT000002420,2023-08-14 12:17:29,2023-08-15,LN100240,CU900240,DELINQUENCY,7,28856058.0,438179.24,25788803.32,0.1037,24,180,DELINQUENT,OFFLINE,NARINO,CONSUMO
EVT000013939,2026-02-12 06:38:38,2026-02-13,LN101400,CU901400,PAYMENT,10,16249836.0,563760.98,10612226.2,0.3204,18,0,ACTIVE,AGENTE,NARINO,MICROCREDITO
EVT000014513,2026-04-24 07:24:00,2026-04-24,LN101460,CU901460,PAYMENT,10,22291671.0,374425.77,18547413.3,0.3039,36,14,DELINQUENT,OFFLINE,BOGOTA,CONSUMO
EVT000003892,2024-07-29 08:50:00,2024-07-29,LN100389,CU900389,PAYMENT,3,13905026.0,264334.54,0.0,0.1802,24,0,ACTIVE,ONLINE,CALDAS,CONSUMO
EVT000015719,2023-09-21 18:50:23,2023-09-22,LN101582,CU901582,PAYMENT,1,16066061.0,814709.95,0.0,0.3071,12,0,ACTIVE,AGENTE,VALLE,MICROCREDITO
EVT000000337,2025-05-18 20:10:43,2025-05-18,LN100035,CU900035,PAYMENT,4,7725337.0,169918.79,7045661.84,0.2399,24,0,ACTIVE,AGENTE,CUNDINAMARCA,CONSUMO
EVT000009769,2025-04-05 13:20:42,2025-04-06,LN100981,CU900981,PAYMENT,5,24479183.0,2128220.17,13838082.15,0.2347,6,0,ACTIVE,AGENTE,CUNDINAMARCA,LIBRANZA
EVT000019811,2024-09-22 19:48:21,,LN101998,CU901998,PAYMENT,5,4944836.0,50000.0,4694836.0,0.0855,36,0,ACTIVE,OFFLINE,SANTANDER,LIBRANZA
EVT000004970,2023-11-30 12:01:15,2023-11-30,LN100498,CU900498,PAYMENT,4,12332047.0,266803.84,11264831.64,0.2327,24,0,ACTIVE,APP,SANTANDER,CONSUMO
EVT000013472,2025-04-16 11:48:35,2025-04-17,LN101353,CU901353,DELINQUENCY,7,4523047.0,63684.5,4077255.5,0.0816,24,15,DELINQUENT,OFFLINE,CUNDINAMARCA,MICROCREDITO
EVT000008773,2024-12-12 19:07:31,2024-12-12,LN100882,CU900882,PAYMENT,6,21508879.0,466957.76,18707132.44,0.2342,24,0,ACTIVE,ONLINE,ANTIOQUIA,LIBRANZA
EVT000013790,2025-10-03 23:18:24,2025-10-04,LN101385,CU901385,PAYMENT,3,25394912.0,892715.81,22716764.57,0.3273,18,19,DELINQUENT,ONLINE,ANTIOQUIA,CONSUMO
EVT000013255,2023-09-29 08:37:10,2023-09-29,LN101332,CU901332,PAYMENT,1,28095804.0,625553.08,27470250.92,0.2453,24,0,ACTIVE,OFFLINE,RISARALDA,LIBRANZA
EVT000015368,2025-08-18 22:38:34,2025-08-19,LN101549,CU901549,PAYMENT,1,13532382.0,1341059.06,12191322.94,0.2955,6,0,ACTIVE,OFFLINE,BOGOTA,VEHICULO
EVT000008903,2024-04-02 12:11:06,2024-04-03,LN100895,CU900895,PAYMENT,6,14370773.0,260110.99,12810107.06,0.343,36,0,ACTIVE,ONLINE,VALLE,CONSUMO
EVT000015199,2023-05-01 08:37:13,2023-05-01,LN101532,CU901532,DISBURSEMENT,1,9761755.0,205924.22,9555830.78,0.2219,24,0,ACTIVE,AGENTE,VALLE,VEHICULO
EVT000003372,2024-07-22 06:33:34,2024-07-23,LN100337,CU900337,PAYMENT,7,24602465.0,2627543.26,6209662.18,0.334,6,61,DELINQUENT,OFFLINE,CALDAS,VEHICULO
EVT000012749,2023-11-28 13:11:35,2023-11-29,LN101282,CU901282,PAYMENT,3,12403238.0,397771.84,11209922.48,0.1207,12,0,ACTIVE,ONLINE,,CONSUMO
EVT000009653,2025-10-13 15:28:41,2025-10-14,LN100971,CU900971,DISBURSEMENT,0,26269181.0,363127.65,26269181.0,0.2147,36,0,ACTIVE,ONLINE,NARINO,LIBRANZA
EVT000015337,2025-05-30 22:58:38,2025-05-30,LN101546,CU901546,DISBURSEMENT,0,4746523.0,206758.54,4746523.0,0.2356,12,0,ACTIVE,AGENTE,,CONSUMO
EVT000001170,2025-02-12 01:57:18,2025-02-12,LN100118,CU900118,PAYMENT,7,13877118.0,645008.44,9362058.92,0.2648,12,0,ACTIVE,ONLINE,NARINO,LIBRANZA
EVT000007453,2023-09-07 18:40:55,,LN100746,CU900746,PAYMENT,2,22149347.0,659829.05,20829688.9,0.0979,12,0,ACTIVE,ONLINE,CALDAS,MICROCREDITO
EVT000000101,2023-04-02 09:53:30,2023-04-02,LN100010,CU900010,PAYMENT,2,11086273.0,117348.2,10851576.6,0.2234,48,0,ACTIVE,OFFLINE,CALDAS,LIBRANZA
EVT000014191,2025-07-25 04:34:36,2025-07-25,LN101427,CU901427,DELINQUENCY,1,16366489.0,241405.71,16125083.29,0.2425,36,70,DELINQUENT,ONLINE,VALLE,CONSUMO
EVT000007464,2025-03-08 14:29:34,2025-03-09,LN100747,CU900747,PAYMENT,7,15641342.0,261418.96,13811409.28,0.3014,36,0,ACTIVE,ONLINE,NARINO,VEHICULO
EVT000015585,2025-03-31 22:25:51,2025-04-01,LN101568,CU901568,PAYMENT,4,26190919.0,1197448.82,21401123.72,0.2572,12,5,DELINQUENT,ONLINE,ATLANTICO,MICROCREDITO
EVT000004819,2025-03-15 16:11:26,2025-03-16,LN100483,CU900483,PAYMENT,4,14976285.0,178866.76,14260817.96,0.1583,36,0,ACTIVE,AGENTE,CUNDINAMARCA,MICROCREDITO
EVT000015395,2024-03-02 07:07:25,,LN101551,CU901551,DELINQUENCY,1,7525042.0,133644.75,7391397.25,0.1552,24,19,DELINQUENT,AGENTE,NARINO,CONSUMO
EVT000008874,2024-01-11 19:47:36,,LN100892,CU900892,PAYMENT,11,25740817.0,247819.72,23014800.08,0.1851,48,0,ACTIVE,ONLINE,CUNDINAMARCA,MICROCREDITO
EVT000010843,2025-01-17 04:59:17,2025-01-18,LN101092,CU901092,PAYMENT,2,26717728.0,660640.35,25396447.3,0.1709,18,0,ACTIVE,AGENTE,CUNDINAMARCA,CONSUMO
EVT000003289,2025-11-10 00:15:50,2025-11-10,LN100328,CU900328,PAYMENT,10,4424224.0,172500.49,0.0,0.1899,12,8,DELINQUENT,ONLINE,ATLANTICO,CONSUMO
EVT000012074,2024-12-07 13:08:33,2024-12-08,LN101213,CU901213,PAYMENT,1,16701536.0,380711.51,16320824.49,0.2559,24,0,ACTIVE,AGENTE,VALLE,CONSUMO
EVT000005631,2023-09-07 01:17:02,,LN100564,CU900564,PAYMENT,2,1231525.0,50000.0,1131525.0,0.252,24,0,ACTIVE,ONLINE,ANTIOQUIA,LIBRANZA
EVT000008908,2026-02-21 04:05:26,,LN100896,CU900896,PAYMENT,2,8947101.0,254813.44,8437474.12,0.2272,18,0,ACTIVE,OFFLINE,CUNDINAMARCA,CONSUMO
EVT000001658,2025-08-02 08:11:26,2025-08-02,LN100167,CU900167,DISBURSEMENT,4,15209653.0,233670.97,14274969.12,0.2609,36,20,DELINQUENT,ONLINE,ANTIOQUIA,CONSUMO
