event_id,event_time,ingestion_date,loan_id,customer_id,event_type,installment_number,principal_amount,installment_amount,outstanding_balance,interest_rate,term_months,days_past_due,loan_status,channel,region,product_type
EVT000003355,2024-09-10 16:12:41,2024-09-10,LN100336,CU900336,DELINQUENCY,2,7948938.0,205996.73,7536944.54,0.3183,24,171,DELINQUENT,ONLINE,SANTANDER,CONSUMO
EVT000016015,2024-04-05 04:02:46,2024-04-05,LN101612,CU901612,PAYMENT,5,19678172.0,479065.1,17282846.5,0.2869,24,29,DELINQUENT,OFFLINE,SANTANDER,MICROCREDITO
EVT000001314,2025-07-04 02:27:57,2025-07-04,LN100133,CU900133,PAYMENT,7,14611172.0,335837.79,12260307.47,0.2597,24,177,DELINQUENT,OFFLINE,VALLE,CONSUMO
EVT000019242,2025-11-22 07:51:21,2025-11-22,LN101941,CU901941,PAYMENT,1,21673608.0,394134.56,21279473.44,0.1637,24,0,ACTIVE,APP,CUNDINAMARCA,CONSUMO
EVT000004191,2025-11-01 15:48:20,2025-11-01,LN100419,CU900419,PAYMENT,2,2095898.0,55289.79,1985318.42,0.1957,18,0,ACTIVE,OFFLINE,ANTIOQUIA,CONSUMO
EVT000012477,2025-09-09 05:37:41,2025-09-10,LN101254,CU901254,PAYMENT,4,15524456.0,570523.76,13242360.96,0.1675,12,24,DELINQUENT,ONLINE,NARINO,LIBRANZA
EVT000000832,2025-06-24 16:07:42,2025-06-24,LN100085,CU900085,PAYMENT,3,7899285.0,330664.07,6907292.79,0.2186,12,30,DELINQUENT,ONLINE,SANTANDER,LIBRANZA
EVT000003511,2025-07-04 11:17:53,2025-07-04,LN100351,CU900351,PAYMENT,2,21844901.0,1051176.64,19742547.72,0.2812,12,0,ACTIVE,AGENTE,RISARALDA,CONSUMO
EVT000000437,2025-02-16 07:15:56,2025-02-17,LN100044,CU900044,PAYMENT,5,1220378.0,50000.0,970378.0,0.1677,12,159,DELINQUENT,ONLINE,CUNDINAMARCA,MICROCREDITO
EVT000014510,2025-12-26 05:51:24,2025-12-26,LN101460,CU901460,PAYMENT,7,22291671.0,374425.77,19670690.61,0.3039,36,15,DELINQUENT,OFFLINE,BOGOTA,CONSUMO
EVT000000515,2024-02-01 12:24:55,2024-02-01,LN100052,CU900052,PAYMENT,1,5158948.0,81545.77,5077402.23,0.2742,36,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
EVT000005784,2024-12-09 08:11:06,,LN100578,CU900578,PAYMENT,5,20525491.0,207615.34,19487414.3,0.2046,48,316,DELINQUENT,ONLINE,CALDAS,VEHICULO
EVT000014888,2026-03-25 21:13:41,2026-03-25,LN101498,CU901498,CLOSE,1,15578530.0,507340.79,0.0,0.2885,18,0,CLOSED,OFFLINE,VALLE,MICROCREDITO
EVT000003139,2025-08-30 20:36:53,2025-08-31,LN100313,CU900313,PAYMENT,2,22674376.0,449519.5,21775337.0,0.1965,24,32,DELINQUENT,OFFLINE,ATLANTICO,CONSUMO
EVT000002886,2026-03-10 06:13:19,2026-03-10,LN100287,CU900287,PAYMENT,6,28450470.0,518746.9,25337988.6,0.347,36,0,ACTIVE,ONLINE,ANTIOQUIA,CONSUMO
EVT000013695,2025-03-30 19:03:04,2025-03-31,LN101375,CU901375,PAYMENT,4,17981782.0,541970.91,15813898.36,0.2521,18,50,DELINQUENT,APP,CALDAS,VEHICULO
