event_id,event_time,ingestion_date,loan_id,customer_id,event_type,installment_number,principal_amount,installment_amount,outstanding_balance,interest_rate,term_months,days_past_due,loan_status,channel,region,product_type
EVT000018844,2023-10-26 09:59:20,2023-10-26,LN101901,CU901901,PAYMENT,10,10167457.0,811973.12,2047725.8,0.1993,6,0,ACTIVE,AGENTE,RISARALDA,LIBRANZA
EVT000005012,2024-04-15 17:23:16,2024-04-15,LN100502,CU900502,DISBURSEMENT,0,22916427.0,506109.29,22916427.0,0.2417,24,0,ACTIVE,ONLINE,RISARALDA,VEHICULO
EVT000000527,2023-06-15 08:30:22,,LN100053,CU900053,PAYMENT,4,14662863.0,242474.88,13692963.48,0.2961,36,0,ACTIVE,ONLINE,NARINO,LIBRANZA
EVT000003053,2025-05-30 12:31:50,2025-05-30,LN100304,CU900304,PAYMENT,1,20119990.0,331376.24,19788613.76,0.1294,24,0,ACTIVE,ONLINE,CUNDINAMARCA,LIBRANZA
EVT000003200,2024-05-04 15:39:16,2024-05-04,LN100320,CU900320,PAYMENT,2,4912263.0,82133.04,4747996.92,0.3016,36,35,DELINQUENT,AGENTE,CUNDINAMARCA,LIBRANZA
EVT000012614,2025-03-25 08:10:30,2025-03-25,LN101268,CU901268,PAYMENT,7,11571422.0,363882.65,9024243.45,0.2717,18,6,DELINQUENT,APP,BOGOTA,MICROCREDITO
EVT000001875,2025-01-21 21:15:21,2025-01-21,LN100188,CU900188,PAYMENT,3,17308099.0,333815.54,16306652.38,0.0893,18,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000007617,2025-05-20 03:32:18,2025-05-20,LN100764,CU900764,DELINQUENCY,0,19096534.0,967621.38,19096534.0,0.3067,12,29,DELINQUENT,ONLINE,ATLANTICO,CONSUMO
EVT000019660,2025-07-14 02:10:51,,LN101983,CU901983,PAYMENT,9,1400170.0,50000.0,950170.0,0.29,48,38,DELINQUENT,ONLINE,BOGOTA,CONSUMO
EVT000002710,2024-01-01 11:44:45,,LN100270,CU900270,PAYMENT,2,22021895.0,328419.86,21365055.28,0.2474,36,0,ACTIVE,ONLINE,ANTIOQUIA,VEHICULO
EVT000012792,2025-03-02 01:37:44,2025-03-02,LN101285,CU901285,PAYMENT,6,6425343.0,95833.99,0.0,0.0983,24,0,ACTIVE,OFFLINE,ANTIOQUIA,CONSUMO
EVT000006123,2025-04-09 17:05:46,2025-04-09,LN100612,CU900612,DELINQUENCY,1,12079680.0,302595.98,11777084.02,0.301,24,40,DELINQUENT,AGENTE,RISARALDA,CONSUMO
EVT000006753,2024-09-30 07:52:59,2024-10-01,LN100676,CU900676,DELINQUENCY,1,23872073.0,795417.47,23076655.53,0.1332,12,40,DELINQUENT,OFFLINE,CUNDINAMARCA,CONSUMO
EVT000011128,2024-10-11 05:23:35,2024-10-11,LN101119,CU901119,DISBURSEMENT,10,13305927.0,599032.83,7315598.7,0.2502,12,176,DELINQUENT,ONLINE,NARINO,CONSUMO
EVT000004099,2024-08-02 00:55:54,2024-08-03,LN100409,CU900409,PAYMENT,11,1493748.0,50000.0,943748.0,0.0919,18,0,ACTIVE,AGENTE,VALLE,CONSUMO
