event_id,event_time,ingestion_date,loan_id,customer_id,event_type,installment_number,principal_amount,installment_amount,outstanding_balance,interest_rate,term_months,days_past_due,loan_status,channel,region,product_type
EVT000016082,2023-10-25 00:21:13,,LN101620,CU901620,PAYMENT,3,23260943.0,670225.3,21250267.1,0.2322,18,0,ACTIVE,AGENTE,RISARALDA,CONSUMO
EVT000018512,2024-02-05 23:59:32,2024-02-05,LN101869,CU901869,PAYMENT,2,23856660.0,2115608.61,19625442.78,0.2434,6,8,DELINQUENT,ONLINE,CUNDINAMARCA,LIBRANZA
EVT000019436,2025-09-06 08:45:46,2025-09-06,LN101961,CU901961,PAYMENT,4,13324699.0,538184.59,11171960.64,0.2039,12,0,ACTIVE,ONLINE,ATLANTICO,CONSUMO
EVT000007113,2025-05-02 22:07:44,2025-05-03,LN100712,CU900712,DISBURSEMENT,8,15219236.0,241300.99,13288828.08,0.1171,24,8,DELINQUENT,APP,SANTANDER,LIBRANZA
EVT000018321,2025-12-12 10:08:35,2025-12-12,LN101851,CU901851,DISBURSEMENT,0,29088308.0,493531.63,29088308.0,0.309,36,0,ACTIVE,OFFLINE,BOLIVAR,CONSUMO
EVT000013944,2025-09-14 08:31:14,2025-09-15,LN101401,CU901401,PAYMENT,1,7917299.0,142511.38,7774787.62,0.16,24,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000007664,2023-09-03 13:48:47,,LN100767,CU900767,PAYMENT,9,20491907.0,750686.86,13735725.26,0.3495,18,0,ACTIVE,ONLINE,ANTIOQUIA,VEHICULO
EVT000008259,2024-08-27 20:33:06,2024-08-28,LN100827,CU900827,PAYMENT,1,13468122.0,396860.66,13071261.34,0.242,18,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
EVT000014912,2023-03-15 07:36:51,2023-03-15,LN101501,CU901501,DISBURSEMENT,1,9930985.0,205174.15,9725810.85,0.2132,24,0,ACTIVE,ONLINE,VALLE,MICROCREDITO
EVT000013221,2023-10-27 04:13:21,2023-10-27,LN101329,CU901329,PAYMENT,1,3651718.0,90964.3,3560753.7,0.2982,24,0,ACTIVE,AGENTE,BOGOTA,VEHICULO
