event_id,event_time,ingestion_date,loan_id,customer_id,event_type,installment_number,principal_amount,installment_amount,outstanding_balance,interest_rate,term_months,days_past_due,loan_status,channel,region,product_type
EVT000013742,2025-05-28 20:34:18,2025-05-29,LN101379,CU901379,DISBURSEMENT,4,14517642.0,237653.8,13567026.8,0.2911,36,67,DELINQUENT,OFFLINE,BOGOTA,CONSUMO
EVT000000775,2023-09-06 03:54:10,2023-09-06,LN100080,CU900080,PAYMENT,1,16746021.0,551613.93,16194407.07,0.1294,12,0,ACTIVE,ONLINE,ATLANTICO,CONSUMO
EVT000009672,2023-06-06 02:30:42,2023-06-07,LN100972,CU900972,PAYMENT,7,29635347.0,1102138.55,21920377.15,0.1719,12,0,ACTIVE,OFFLINE,BOGOTA,MICROCREDITO
EVT000015172,2024-02-28 00:22:59,2024-02-28,LN101530,CU901530,DISBURSEMENT,0,26122411.0,821811.05,26122411.0,0.2719,18,0,ACTIVE,AGENTE,BOGOTA,CONSUMO
EVT000013201,2025-08-22 06:39:11,2025-08-23,LN101326,CU901326,PAYMENT,1,2145746.0,76002.32,2069743.68,0.1542,12,11,DELINQUENT,OFFLINE,SANTANDER,VEHICULO
EVT000007124,2025-12-07 08:57:34,2025-12-07,LN100713,CU900713,PAYMENT,6,15321032.0,476637.31,12461208.14,0.1111,12,10,DELINQUENT,ONLINE,BOGOTA,CONSUMO
EVT000000494,2025-05-21 07:08:27,,LN100050,CU900050,PAYMENT,6,11493362.0,500535.92,8490146.48,0.2355,12,15,DELINQUENT,ONLINE,ATLANTICO,MICROCREDITO
EVT000001326,2023-12-11 00:59:08,,LN100134,CU900134,DISBURSEMENT,7,13037315.0,194386.37,11676610.41,0.2473,36,20,DELINQUENT,OFFLINE,VALLE,LIBRANZA
EVT000017119,2025-11-16 04:45:01,2025-11-17,LN101723,CU901723,DISBURSEMENT,0,19736677.0,254668.92,19736677.0,0.1871,36,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000001792,2025-06-27 05:58:02,2025-06-27,LN100180,CU900180,PAYMENT,6,10899119.0,581903.96,7407695.24,0.3339,12,0,ACTIVE,AGENTE,BOLIVAR,CONSUMO
EVT000007497,2024-07-03 20:42:46,2024-07-03,LN100752,CU900752,PAYMENT,3,27092049.0,1022183.01,24025499.97,0.1773,12,11,DELINQUENT,ONLINE,CALDAS,VEHICULO
EVT000019378,2023-09-25 08:00:44,2023-09-25,LN101955,CU901955,PAYMENT,3,20543532.0,243029.98,0.0,0.1549,36,0,ACTIVE,ONLINE,NARINO,CONSUMO
EVT000017648,2023-11-07 07:41:33,2023-11-07,LN101783,CU901783,DELINQUENCY,0,3126940.0,104252.18,3126940.0,0.1334,12,16,DELINQUENT,OFFLINE,BOGOTA,LIBRANZA
EVT000001978,2024-11-05 18:42:38,,LN100197,CU900197,CHARGEOFF,3,6194675.0,220447.83,5533331.51,0.3338,18,116,CHARGEOFF,ONLINE,ANTIOQUIA,MICROCREDITO
EVT000018854,2024-10-31 17:18:01,2024-11-01,LN101902,CU901902,DELINQUENCY,3,5046933.0,172504.17,4529420.49,0.1418,12,45,DELINQUENT,ONLINE,BOGOTA,CONSUMO
EVT000014228,2024-08-20 23:01:44,2024-08-20,LN101430,CU901430,PAYMENT,12,17390305.0,826735.1,7469483.8,0.2754,12,0,ACTIVE,ONLINE,SANTANDER,CONSUMO
EVT000015741,2024-07-09 12:54:04,2024-07-10,LN101585,CU901585,PAYMENT,4,18359901.0,575276.9,16058793.4,0.27,18,-3,DELINQUENT,OFFLINE,CUNDINAMARCA,CONSUMO
EVT000001510,2023-05-17 12:46:55,2023-05-17,LN100153,CU900153,PAYMENT,4,18694200.0,367527.97,17224088.12,0.1932,24,19,DELINQUENT,ONLINE,VALLE,CONSUMO
EVT000013970,2026-05-30 15:53:05,2026-05-30,LN101403,CU901403,CHARGEOFF,7,5529897.0,181085.69,4262297.17,0.2912,18,240,CHARGEOFF,AGENTE,ATLANTICO,LIBRANZA
