event_id,event_time,ingestion_date,loan_id,customer_id,event_type,installment_number,principal_amount,installment_amount,outstanding_balance,interest_rate,term_months,days_past_due,loan_status,channel,region,product_type
EVT000010085,2026-01-28 22:26:42,2026-01-28,LN101012,CU901012,PAYMENT,6,11783101.0,378944.53,9509433.82,0.2824,18,0,ACTIVE,ONLINE,CALDAS,VEHICULO
EVT000017573,2024-05-04 17:35:43,2024-05-05,LN101774,CU901774,DELINQUENCY,2,17775265.0,911871.09,15951522.82,0.313,12,13,DELINQUENT,AGENTE,ATLANTICO,LIBRANZA
EVT000017637,2023-05-19 18:17:38,2023-05-20,LN101782,CU901782,DISBURSEMENT,0,21287181.0,537714.19,21287181.0,0.1789,18,0,ACTIVE,ONLINE,CUNDINAMARCA,VEHICULO
EVT000017531,2024-12-19 00:57:15,,LN101770,CU901770,PAYMENT,7,28950395.0,220746.76,27405167.68,0.105,48,0,ACTIVE,APP,CALDAS,LIBRANZA
EVT000005532,2024-09-24 05:28:16,2024-09-25,LN100553,CU900553,PAYMENT,10,4079562.0,337379.78,705764.2,0.2135,6,18,DELINQUENT,OFFLINE,SANTANDER,VEHICULO
EVT000013982,2023-06-30 19:11:04,2023-07-01,LN101404,CU901404,PAYMENT,8,14102032.0,830891.73,7454898.16,0.0946,6,0,ACTIVE,ONLINE,VALLE,CONSUMO
EVT000018851,2024-09-19 16:53:46,2024-09-19,LN101902,CU901902,PAYMENT,1,5046933.0,172504.17,4874428.83,0.1418,12,37,DELINQUENT,ONLINE,BOGOTA,CONSUMO
EVT000000100,2023-03-15 09:45:00,2023-03-15,LN100010,CU900010,PAYMENT,1,11086273.0,117348.2,10968924.8,0.2234,48,0,ACTIVE,OFFLINE,CALDAS,LIBRANZA
EVT000001110,2024-05-17 10:47:13,,LN100113,CU900113,DISBURSEMENT,0,25217968.0,476493.51,25217968.0,0.1779,24,-7,ACTIVE,OFFLINE,VALLE,CONSUMO
EVT000019087,2023-01-14 06:05:02,2023-01-14,LN101926,CU901926,DISBURSEMENT,0,27384395.0,1137821.61,27384395.0,0.2155,12,0,ACTIVE,ONLINE,RISARALDA,CONSUMO
EVT000003197,2024-02-16 13:51:59,2024-02-17,LN100320,CU900320,DISBURSEMENT,0,4912263.0,82133.04,4912263.0,0.3016,36,0,ACTIVE,AGENTE,CUNDINAMARCA,LIBRANZA
EVT000018515,2025-07-25 00:38:48,2025-07-26,LN101870,CU901870,DISBURSEMENT,0,25696528.0,255080.87,25696528.0,0.0978,36,0,ACTIVE,AGENTE,ANTIOQUIA,CONSUMO
EVT000015112,2024-05-22 20:47:19,,LN101523,CU901523,PAYMENT,6,8596488.0,804115.49,3771795.06,0.2677,6,44,DELINQUENT,ONLINE,ATLANTICO,CONSUMO
EVT000015050,2025-03-27 06:09:41,2025-03-28,LN101516,CU901516,PAYMENT,5,21490725.0,302159.59,19979927.05,0.0812,24,0,ACTIVE,OFFLINE,VALLE,CONSUMO
EVT000000107,2023-08-15 12:45:51,2023-08-16,LN100010,CU900010,PAYMENT,8,11086273.0,117348.2,10147487.4,0.2234,48,0,ACTIVE,OFFLINE,CALDAS,LIBRANZA
EVT000008779,2023-12-31 20:54:35,2023-12-31,LN100883,CU900883,PAYMENT,5,19576190.0,1421622.92,12468075.4,0.1631,6,0,ACTIVE,ONLINE,BOLIVAR,LIBRANZA
EVT000018032,2025-08-03 13:07:03,2025-08-03,LN101820,CU901820,DELINQUENCY,3,23669895.0,446532.57,22330297.29,0.1773,24,6,DELINQUENT,OFFLINE,VALLE,CONSUMO
EVT000019125,2026-03-07 10:22:27,2026-03-07,LN101929,CU901929,PAYMENT,8,13439661.0,694292.89,7885317.88,0.3166,12,0,ACTIVE,ONLINE,BOLIVAR,LIBRANZA
EVT000013512,2024-05-18 16:38:09,2024-05-18,LN101357,CU901357,PAYMENT,2,11706273.0,555111.47,10596050.06,0.2742,12,0,ACTIVE,OFFLINE,RISARALDA,CONSUMO
EVT000005126,2026-04-02 02:34:24,2026-04-03,LN100513,CU900513,PAYMENT,4,20629372.0,559055.98,0.0,0.342,24,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
EVT000010759,2024-12-30 09:44:47,2024-12-30,LN101082,CU901082,DELINQUENCY,1,8685448.0,433664.42,8251783.58,0.2993,12,29,DELINQUENT,ONLINE,CUNDINAMARCA,CONSUMO
EVT000007406,2023-06-17 05:32:10,2023-06-17,LN100742,CU900742,PAYMENT,2,10548029.0,284480.34,9979068.32,0.3394,24,0,ACTIVE,ONLINE,CALDAS,CONSUMO
EVT000003125,2025-08-03 03:53:46,2025-08-04,LN100312,CU900312,PAYMENT,1,14518023.0,615854.54,13902168.46,0.2242,12,0,ACTIVE,APP,SANTANDER,CONSUMO
EVT000001040,2024-05-01 07:41:58,2024-05-01,LN100106,CU900106,PAYMENT,4,13450241.0,266449.27,12384443.92,0.1962,24,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
EVT000015410,2025-09-24 22:01:52,2025-09-24,LN101552,CU901552,PAYMENT,6,26906994.0,439480.9,24270108.6,0.29,36,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000012490,2024-01-27 13:03:59,2024-01-27,LN101255,CU901255,DELINQUENCY,6,17354259.0,441260.96,14706693.24,0.1814,18,180,DELINQUENT,APP,NARINO,CONSUMO
EVT000000915,2023-11-15 15:59:10,2023-11-15,LN100094,CU900094,PAYMENT,3,21945463.0,573800.71,20224060.87,0.1922,18,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000003222,2024-11-16 10:35:50,2024-11-17,LN100322,CU900322,PAYMENT,4,27089517.0,1012335.25,23040176.0,0.1737,12,0,ACTIVE,ONLINE,BOGOTA,VEHICULO
EVT000019211,2024-05-05 13:25:47,2024-05-06,LN101938,CU901938,PAYMENT,2,28558214.0,561835.26,27434543.48,0.0951,18,0,ACTIVE,AGENTE,RISARALDA,CONSUMO
EVT000006864,2023-11-19 02:33:16,,LN100687,CU900687,CLOSE,2,20656089.0,207662.55,0.0,0.1016,36,0,CLOSED,ONLINE,SANTANDER,CONSUMO
EVT000014381,2025-07-10 18:13:45,,LN101447,CU901447,PAYMENT,5,17918367.0,538626.11,15225236.45,0.1006,12,28,DELINQUENT,APP,SANTANDER,CONSUMO
EVT000008235,2024-04-02 02:05:54,2024-04-02,LN100824,CU900824,PAYMENT,11,3641195.0,66633.87,2908222.43,0.349,36,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
EVT000012190,2023-11-10 23:28:40,2023-11-11,LN101225,CU901225,PAYMENT,1,18952460.0,445382.81,18507077.19,0.27,24,0,ACTIVE,OFFLINE,BOLIVAR,CONSUMO
EVT000009922,2024-05-15 00:26:18,2024-05-16,LN100997,CU900997,PAYMENT,5,8231319.0,255500.14,6953818.3,0.1104,12,0,ACTIVE,ONLINE,CUNDINAMARCA,CONSUMO
EVT000011135,2025-01-09 18:18:56,2025-01-09,LN101120,CU901120,PAYMENT,6,28303965.0,624668.51,24555953.94,0.2414,24,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
EVT000018551,2024-08-15 16:44:36,2024-08-16,LN101873,CU901873,PAYMENT,7,28492450.0,2367722.6,11918391.8,0.2155,6,4,DELINQUENT,ONLINE,SANTANDER,CONSUMO
EVT000011233,2025-11-20 22:02:48,2025-11-21,LN101130,CU901130,PAYMENT,1,18564443.0,344927.35,18219515.65,0.1716,24,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
EVT000010285,2024-09-25 04:21:01,2024-09-25,LN101032,CU901032,PAYMENT,6,27497623.0,498669.39,24505606.66,0.1627,24,0,ACTIVE,AGENTE,VALLE,CONSUMO
EVT000003849,2025-06-15 09:36:44,,LN100385,CU900385,PAYMENT,2,29514659.0,1245223.46,27024212.08,0.2219,12,0,ACTIVE,OFFLINE,CALDAS,CONSUMO
EVT000000999,2025-11-21 04:54:15,2025-11-22,LN100102,CU900102,DELINQUENCY,8,8605086.0,97323.52,0.0,0.2524,48,32,DELINQUENT,ONLINE,RISARALDA,CONSUMO
EVT000006237,2025-07-02 02:59:37,2025-07-02,LN100623,CU900623,PAYMENT,8,21357449.0,237423.64,19458059.88,0.1335,36,29,DELINQUENT,ONLINE,CUNDINAMARCA,VEHICULO
EVT000012434,2023-08-08 23:08:05,2023-08-09,LN101250,CU901250,CLOSE,2,27574787.0,700537.46,0.0,0.3081,24,0,CLOSED,AGENTE,CUNDINAMARCA,VEHICULO
EVT000015622,2025-04-17 02:05:23,2025-04-18,LN101572,CU901572,PAYMENT,1,19183155.0,978724.57,18204430.43,0.3102,12,0,ACTIVE,OFFLINE,ANTIOQUIA,CONSUMO
EVT000014058,2023-09-15 20:38:06,2023-09-15,LN101413,CU901413,PAYMENT,4,20175392.0,671235.29,17490450.84,0.1327,12,0,ACTIVE,APP,BOGOTA,CONSUMO
EVT000000473,2024-08-31 12:13:10,2024-09-01,LN100048,CU900048,PAYMENT,3,13057615.0,135668.62,12650609.14,0.1117,36,0,ACTIVE,ONLINE,CUNDINAMARCA,LIBRANZA
EVT000000442,2025-09-26 14:36:36,2025-09-27,LN100045,CU900045,DISBURSEMENT,2,15435880.0,192125.25,15051629.5,0.1734,36,0,ACTIVE,OFFLINE,CUNDINAMARCA,VEHICULO
EVT000018668,2025-08-17 22:47:03,2025-08-18,LN101885,CU901885,PAYMENT,4,24875897.0,864520.34,21417815.64,0.3213,18,62,DELINQUENT,APP,ANTIOQUIA,CONSUMO
EVT000006837,2024-06-03 17:55:48,2024-06-04,LN100685,CU900685,PAYMENT,2,2465956.0,50000.0,2365956.0,0.2063,36,0,ACTIVE,AGENTE,VALLE,CONSUMO
EVT000002975,2025-09-06 20:12:32,2025-09-06,LN100296,CU900296,DISBURSEMENT,0,2116026.0,69476.19,2116026.0,0.2925,18,0,ACTIVE,ONLINE,RISARALDA,CONSUMO
EVT000011473,2025-06-25 22:01:32,2025-06-26,LN101151,CU901151,PAYMENT,11,19447299.0,1055793.86,7833566.54,0.3429,12,0,ACTIVE,OFFLINE,BOLIVAR,LIBRANZA
EVT000015973,2026-02-19 21:56:27,2026-02-19,LN101608,CU901608,DELINQUENCY,4,29185182.0,1303118.38,23972708.48,0.2465,12,93,DELINQUENT,ONLINE,ATLANTICO,LIBRANZA
