event_id,event_time,ingestion_date,loan_id,customer_id,event_type,installment_number,principal_amount,installment_amount,outstanding_balance,interest_rate,term_months,days_past_due,loan_status,channel,region,product_type
EVT000018894,2025-06-14 09:05:10,2025-06-14,LN101906,CU901906,DELINQUENCY,6,12581605.0,271133.59,10954803.46,0.231,24,31,DELINQUENT,AGENTE,VALLE,VEHICULO
EVT000001601,2023-11-12 00:31:14,2023-11-12,LN100162,CU900162,PAYMENT,3,26770753.0,1402252.04,22563996.88,0.3238,12,0,ACTIVE,ONLINE,ATLANTICO,CONSUMO
EVT000010608,2024-04-22 06:56:46,2024-04-23,LN101067,CU901067,PAYMENT,3,9167526.0,97878.62,8873890.14,0.1203,36,0,ACTIVE,OFFLINE,BOLIVAR,CONSUMO
EVT000016074,2026-03-25 17:58:55,2026-03-25,LN101619,CU901619,PAYMENT,2,18943471.0,655444.1,17632582.8,0.319,18,161,DELINQUENT,ONLINE,SANTANDER,VEHICULO
EVT000012393,2024-03-22 17:39:31,2024-03-23,LN101246,CU901246,PAYMENT,3,13741872.0,321697.22,12776780.34,0.2682,24,0,ACTIVE,ONLINE,BOLIVAR,MICROCREDITO
EVT000013046,2024-06-10 19:48:36,2024-06-11,LN101310,CU901310,PAYMENT,2,14881348.0,483445.39,13914457.22,0.2873,18,0,ACTIVE,AGENTE,SANTANDER,LIBRANZA
EVT000008495,2024-10-16 07:54:00,2024-10-16,LN100852,CU900852,DISBURSEMENT,0,13150963.0,599289.38,13150963.0,0.2557,12,0,ACTIVE,AGENTE,ATLANTICO,MICROCREDITO
EVT000007753,2025-09-10 18:24:13,2025-09-11,LN100776,CU900776,PAYMENT,6,27614942.0,353816.44,25492043.36,0.3125,48,0,ACTIVE,OFFLINE,ATLANTICO,CONSUMO
EVT000013719,2025-03-08 14:11:58,2025-03-08,LN101377,CU901377,PAYMENT,9,10730883.0,860616.82,2985331.62,0.201,6,7,DELINQUENT,OFFLINE,ANTIOQUIA,CONSUMO
EVT000001209,2026-04-16 16:56:26,2026-04-16,LN100123,CU900123,PAYMENT,4,23005499.0,403899.88,21389899.48,0.3267,36,27,DELINQUENT,ONLINE,VALLE,MICROCREDITO
EVT000000936,2025-12-23 23:24:58,2025-12-23,LN100096,CU900096,DELINQUENCY,3,11844651.0,332992.62,10845673.14,0.2217,18,48,DELINQUENT,OFFLINE,ANTIOQUIA,CONSUMO
EVT000012747,2023-10-26 11:18:04,2023-10-26,LN101282,CU901282,PAYMENT,1,12403238.0,397771.84,12005466.16,0.1207,12,0,ACTIVE,ONLINE,VALLE,CONSUMO
EVT000008879,2026-01-22 06:23:51,2026-01-23,LN100893,CU900893,DELINQUENCY,3,3244493.0,70773.21,3032173.37,0.1272,18,7,DELINQUENT,ONLINE,RISARALDA,CONSUMO
EVT000012977,2024-07-26 16:26:05,2024-07-26,LN101303,CU901303,PAYMENT,5,12799441.0,279987.77,11399502.15,0.2375,24,0,ACTIVE,OFFLINE,VALLE,VEHICULO
EVT000018213,2024-07-27 17:13:21,,LN101839,CU901839,DISBURSEMENT,0,11652196.0,270563.99,11652196.0,0.2644,24,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000005612,2025-01-20 00:32:23,2025-01-20,LN100562,CU900562,PAYMENT,2,15281297.0,,14444951.62,0.3473,24,60,DELINQUENT,AGENTE,CUNDINAMARCA,VEHICULO
EVT000003801,2023-11-08 23:48:22,,LN100380,CU900380,PAYMENT,4,13798050.0,594557.97,11419818.12,0.2309,12,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000018371,2025-10-12 14:03:25,,LN101855,CU901855,PAYMENT,4,18680415.0,640489.16,16118458.36,0.3143,18,0,ACTIVE,OFFLINE,NARINO,CONSUMO
EVT000005742,2023-11-13 21:23:21,2023-11-14,LN100574,CU900574,DELINQUENCY,5,3185974.0,66252.33,2854712.35,0.2159,24,40,DELINQUENT,AGENTE,BOGOTA,CONSUMO
EVT000015173,2024-04-12 01:17:19,,LN101530,CU901530,PAYMENT,1,26122411.0,821811.05,25300599.95,0.2719,18,0,ACTIVE,AGENTE,BOGOTA,CONSUMO
EVT000018132,2024-11-27 09:49:49,2024-11-27,LN101830,CU901830,PAYMENT,1,27028252.0,1290599.03,25737652.97,0.2775,12,0,ACTIVE,AGENTE,ANTIOQUIA,CONSUMO
EVT000008932,2025-01-03 18:53:33,,LN100898,CU900898,PAYMENT,3,25766554.0,257665.54,24993557.38,0.1,36,10,DELINQUENT,OFFLINE,RISARALDA,LIBRANZA
EVT000000368,2024-07-03 22:27:56,2024-07-04,LN100038,CU900038,PAYMENT,10,7178226.0,250567.94,4672546.6,0.3236,18,0,ACTIVE,AGENTE,BOGOTA,LIBRANZA
EVT000003369,2024-05-31 05:03:24,,LN100337,CU900337,DISBURSEMENT,5,24602465.0,2627543.26,11464748.7,0.334,6,33,DELINQUENT,OFFLINE,CALDAS,VEHICULO
EVT000004777,2024-05-07 12:42:47,2024-05-07,LN100479,CU900479,PAYMENT,7,11881928.0,184704.57,10588996.01,0.1109,24,0,ACTIVE,ONLINE,CUNDINAMARCA,CONSUMO
EVT000002850,2024-06-22 18:31:00,2024-06-22,LN100284,CU900284,PAYMENT,1,25786755.0,913108.99,24873646.01,0.1541,12,0,ACTIVE,AGENTE,BOGOTA,CONSUMO
