event_id,event_time,ingestion_date,loan_id,customer_id,event_type,installment_number,principal_amount,installment_amount,outstanding_balance,interest_rate,term_months,days_past_due,loan_status,channel,region,product_type
EVT000000635,2023-12-29 18:29:28,2023-12-30,LN100065,CU900065,PAYMENT,5,7326143.0,297075.1,5840767.5,0.2055,12,0,ACTIVE,ONLINE,CUNDINAMARCA,LIBRANZA
EVT000013489,2024-08-20 16:30:30,2024-08-20,LN101355,CU901355,PAYMENT,6,10731733.0,265825.03,9136782.82,0.2954,24,0,ACTIVE,OFFLINE,CUNDINAMARCA,LIBRANZA
EVT000005967,2024-11-26 22:07:46,2024-11-26,LN100596,CU900596,DISBURSEMENT,3,11703504.0,239278.14,10985669.58,0.2089,24,0,ACTIVE,ONLINE,CUNDINAMARCA,CONSUMO
EVT000018873,2023-05-07 12:36:50,2023-05-08,LN101904,CU901904,DELINQUENCY,3,4048203.0,79020.92,3811140.24,0.0928,18,10,DELINQUENT,ONLINE,ANTIOQUIA,CONSUMO
EVT000007323,2025-05-09 09:56:42,2025-05-09,LN100733,CU900733,PAYMENT,2,11966277.0,459983.69,11046309.62,0.1844,12,0,ACTIVE,ONLINE,CUNDINAMARCA,CONSUMO
EVT000015774,2025-05-01 02:56:00,2025-05-01,LN101589,CU901589,PAYMENT,1,1371318.0,50000.0,1321318.0,0.2271,48,0,ACTIVE,ONLINE,CUNDINAMARCA,CONSUMO
EVT000015823,2024-06-14 10:09:13,2024-06-14,LN101593,CU901593,PAYMENT,4,17427611.0,212224.73,16578712.08,0.2871,48,0,ACTIVE,AGENTE,BOGOTA,CONSUMO
EVT000015577,2025-01-17 21:19:58,2025-01-18,LN101567,CU901567,PAYMENT,7,24312246.0,806842.4,18664349.2,0.2978,18,0,ACTIVE,ONLINE,CALDAS,VEHICULO
EVT000007948,2024-08-30 03:57:39,,LN100797,CU900797,PAYMENT,2,21811182.0,246411.83,21318358.34,0.2519,48,31,DELINQUENT,ONLINE,RISARALDA,VEHICULO
EVT000010247,2024-12-24 09:23:17,2024-12-24,LN101028,CU901028,PAYMENT,2,5472378.0,148848.68,5174680.64,0.344,24,0,ACTIVE,APP,SANTANDER,MICROCREDITO
EVT000003983,2025-03-03 00:24:14,2025-03-04,LN100398,CU900398,PAYMENT,2,8811118.0,196840.38,8417437.24,0.1351,18,56,DELINQUENT,ONLINE,CUNDINAMARCA,CONSUMO
EVT000009481,2023-05-09 03:54:24,,LN100954,CU900954,PAYMENT,2,22501463.0,2175441.44,18150580.12,0.2834,6,8,DELINQUENT,AGENTE,ANTIOQUIA,CONSUMO
EVT000004163,2025-03-22 06:52:14,,LN100416,CU900416,PAYMENT,4,29828095.0,663973.39,27172201.44,0.1339,18,25,DELINQUENT,APP,RISARALDA,CONSUMO
EVT000009847,2024-06-09 16:00:53,,LN100990,CU900990,DELINQUENCY,0,17818256.0,676024.63,17818256.0,0.1794,12,25,DELINQUENT,OFFLINE,VALLE,VEHICULO
EVT000006923,2024-12-12 14:20:45,2024-12-12,LN100693,CU900693,PAYMENT,1,8568160.0,233910.77,8334249.23,0.346,24,0,ACTIVE,ONLINE,RISARALDA,VEHICULO
EVT000018782,2023-07-01 16:40:50,2023-07-02,LN101895,CU901895,PAYMENT,4,24474107.0,464763.29,22615053.84,0.1798,24,81,DELINQUENT,OFFLINE,RISARALDA,CONSUMO
EVT000009678,2025-08-29 21:11:08,2025-08-29,LN100973,CU900973,DISBURSEMENT,0,15578898.0,498524.74,15578898.0,0.12,12,0,ACTIVE,ONLINE,VALLE,LIBRANZA
EVT000001006,2024-08-17 01:20:25,2024-08-18,LN100103,CU900103,PAYMENT,4,8469312.0,421856.43,6781886.28,0.2981,12,57,DELINQUENT,ONLINE,VALLE,CONSUMO
EVT000016283,2025-05-09 00:06:01,2025-05-10,LN101639,CU901639,PAYMENT,4,1240937.0,50000.0,1040937.0,0.179,36,10,DELINQUENT,ONLINE,BOGOTA,MICROCREDITO
EVT000007423,2024-09-23 06:30:47,2024-09-23,LN100743,CU900743,PAYMENT,5,6505145.0,621241.35,3398938.25,0.2775,6,3,DELINQUENT,OFFLINE,CALDAS,LIBRANZA
EVT000006456,2025-12-28 13:21:32,2025-12-29,LN100644,CU900644,DELINQUENCY,0,3632681.0,50000.0,3632681.0,0.1798,36,15,DELINQUENT,ONLINE,ATLANTICO,LIBRANZA
EVT000014243,2024-02-22 10:54:16,2024-02-22,LN101432,CU901432,PAYMENT,3,3734084.0,97030.17,3442993.49,0.3197,24,21,DELINQUENT,OFFLINE,ANTIOQUIA,LIBRANZA
EVT000019582,2024-10-30 01:32:25,2024-10-30,LN101975,CU901975,PAYMENT,8,3342813.0,173057.43,1958353.56,0.3177,12,4,DELINQUENT,ONLINE,CALDAS,CONSUMO
EVT000007083,2025-03-03 02:22:37,2025-03-04,LN100710,CU900710,PAYMENT,2,25201601.0,548512.85,24104575.3,0.2353,24,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
EVT000011186,2023-08-01 15:21:23,2023-08-01,LN101125,CU901125,PAYMENT,3,26775766.0,699918.52,24676010.44,0.3228,24,0,ACTIVE,OFFLINE,CUNDINAMARCA,LIBRANZA
EVT000000261,2025-12-10 01:27:44,2025-12-11,LN100028,CU900028,PAYMENT,4,12878452.0,365147.04,11417863.84,0.2253,18,0,ACTIVE,ONLINE,ATLANTICO,CONSUMO
EVT000010802,2023-10-10 17:18:34,,LN101087,CU901087,PAYMENT,3,16723530.0,249933.16,15973730.52,0.0989,24,32,DELINQUENT,AGENTE,BOLIVAR,LIBRANZA
EVT000011918,2025-08-02 10:30:45,2025-08-03,LN101197,CU901197,PAYMENT,6,1115606.0,50000.0,815606.0,0.2735,24,0,ACTIVE,ONLINE,VALLE,CONSUMO
EVT000009561,2024-05-29 07:06:24,2024-05-30,LN100961,CU900961,PAYMENT,11,28721943.0,496746.0,23257737.0,0.1459,24,0,ACTIVE,ONLINE,ATLANTICO,VEHICULO
EVT000003578,2023-08-03 10:12:05,2023-08-04,LN100357,CU900357,PAYMENT,3,21624351.0,394860.65,20439769.05,0.3478,36,0,ACTIVE,ONLINE,ATLANTICO,VEHICULO
EVT000018649,2026-04-16 12:11:32,,LN101883,CU901883,PAYMENT,6,28906729.0,1163206.77,21927488.38,0.2024,12,17,DELINQUENT,OFFLINE,ANTIOQUIA,LIBRANZA
EVT000014123,2025-04-19 12:52:35,2025-04-19,LN101420,CU901420,PAYMENT,6,25973629.0,1340498.99,17930635.06,0.3161,12,6,DELINQUENT,APP,BOGOTA,CONSUMO
EVT000010143,2026-03-10 06:04:30,2026-03-10,LN101018,CU901018,DISBURSEMENT,4,29197443.0,883514.63,25663384.48,0.1026,12,0,ACTIVE,OFFLINE,RISARALDA,CONSUMO
EVT000014495,2024-05-24 15:19:19,2024-05-24,LN101459,CU901459,PAYMENT,4,16202523.0,262642.9,15151951.4,0.1242,24,0,ACTIVE,ONLINE,BOLIVAR,CONSUMO
EVT000011162,2026-01-19 06:12:09,2026-01-19,LN101123,CU901123,DELINQUENCY,1,27794781.0,1776086.51,26018694.49,0.1195,6,9,DELINQUENT,OFFLINE,CUNDINAMARCA,CONSUMO
EVT000011342,2024-06-04 11:03:28,2024-06-04,LN101140,CU901140,PAYMENT,1,20075022.0,367105.24,19707916.76,0.3486,36,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000004036,2025-03-21 11:44:22,2025-03-22,LN100404,CU900404,PAYMENT,1,13232013.0,209925.89,13022087.11,0.1173,24,0,ACTIVE,OFFLINE,NARINO,CONSUMO
EVT000003187,2023-10-19 18:21:20,2023-10-19,LN100318,CU900318,DELINQUENCY,5,28429841.0,601717.58,25421253.1,0.2233,24,22,DELINQUENT,AGENTE,ANTIOQUIA,MICROCREDITO
EVT000002536,2024-07-17 19:07:19,2024-07-18,LN100253,CU900253,DISBURSEMENT,0,21313623.0,322261.98,21313623.0,0.1024,24,0,ACTIVE,APP,VALLE,CONSUMO
EVT000001745,2024-10-25 01:13:59,2024-10-26,LN100176,CU900176,DISBURSEMENT,0,10400496.0,132051.63,10400496.0,0.1809,36,0,ACTIVE,ONLINE,RISARALDA,CONSUMO
EVT000013890,2024-07-05 04:57:48,2024-07-06,LN101395,CU901395,PAYMENT,2,8915474.0,210717.23,8494039.54,0.2727,24,0,ACTIVE,OFFLINE,CUNDINAMARCA,VEHICULO
EVT000018387,2025-05-21 04:06:16,2025-05-22,LN101857,CU901857,PAYMENT,5,29803716.0,1502703.36,22290199.2,0.3042,12,0,ACTIVE,AGENTE,ATLANTICO,LIBRANZA
EVT000017110,2025-11-08 21:13:15,,LN101722,CU901722,PAYMENT,3,20878010.0,345322.29,19842043.13,0.1308,24,31,DELINQUENT,OFFLINE,BOGOTA,VEHICULO
EVT000017042,2024-04-28 19:59:08,,LN101715,CU901715,PAYMENT,4,5077815.0,86068.96,4733539.16,0.139,24,0,ACTIVE,ONLINE,ATLANTICO,VEHICULO
EVT000001048,2025-10-01 19:35:32,2025-10-02,LN100107,CU900107,PAYMENT,1,12050964.0,194984.6,11855979.4,0.2854,36,0,ACTIVE,OFFLINE,NARINO,MICROCREDITO
EVT000013051,2024-10-13 23:28:17,2024-10-14,LN101310,CU901310,PAYMENT,5,14881348.0,483445.39,12464121.05,0.2873,18,11,DELINQUENT,AGENTE,SANTANDER,LIBRANZA
EVT000008505,2025-07-14 13:17:06,2025-07-15,LN100852,CU900852,DELINQUENCY,8,13150963.0,599289.38,8356647.96,0.2557,12,38,DELINQUENT,AGENTE,ATLANTICO,MICROCREDITO
EVT000006348,2025-03-20 22:45:41,2025-03-20,LN100633,CU900633,DELINQUENCY,7,24730086.0,770836.78,19334228.54,0.1117,12,180,DELINQUENT,APP,VALLE,CONSUMO
EVT000014396,2023-09-30 20:06:17,2023-10-01,LN101449,CU901449,PAYMENT,3,5554106.0,86903.25,5293396.25,0.2694,36,0,ACTIVE,ONLINE,ANTIOQUIA,CONSUMO
EVT000006667,2025-11-13 09:36:21,2025-11-14,LN100667,CU900667,PAYMENT,2,1961111.0,50000.0,1861111.0,0.2322,48,36,DELINQUENT,ONLINE,ATLANTICO,CONSUMO
EVT000004061,2025-06-08 10:14:41,2025-06-08,LN100406,CU900406,PAYMENT,1,14285959.0,764298.81,13521660.19,0.335,12,0,ACTIVE,ONLINE,BOGOTA,LIBRANZA
EVT000007387,2025-06-15 11:45:49,2025-06-15,LN100740,CU900740,PAYMENT,2,9485628.0,136877.61,9211872.78,0.0886,24,0,ACTIVE,ONLINE,CUNDINAMARCA,LIBRANZA
EVT000002295,2024-10-25 04:51:20,2024-10-26,LN100228,CU900228,PAYMENT,5,11748883.0,968577.91,6905993.45,0.2122,6,0,ACTIVE,APP,SANTANDER,CONSUMO
EVT000017659,2025-07-11 05:27:11,2025-07-12,LN101784,CU901784,PAYMENT,4,21374351.0,567489.02,19104394.92,0.331,24,56,DELINQUENT,APP,CALDAS,CONSUMO
EVT000006598,2025-08-08 13:32:18,2025-08-09,LN100659,CU900659,DISBURSEMENT,0,1082490.0,99112.78,1082490.0,0.2578,6,0,ACTIVE,ONLINE,CALDAS,LIBRANZA
EVT000009403,2025-01-16 07:43:47,,LN100946,CU900946,DELINQUENCY,8,10167852.0,237927.74,8264430.08,0.151,18,18,DELINQUENT,OFFLINE,BOGOTA,CONSUMO
EVT000008182,2026-01-12 04:19:56,2026-01-12,LN100820,CU900820,PAYMENT,8,28419216.0,906383.53,21168147.76,0.2784,18,8,DELINQUENT,ONLINE,SANTANDER,CONSUMO
EVT000006519,2025-06-15 19:35:46,2025-06-16,LN100650,CU900650,PAYMENT,9,15797228.0,1577827.13,1596783.83,0.2994,6,0,ACTIVE,AGENTE,BOGOTA,CONSUMO
EVT000017166,2026-10-09 15:24:31,,LN101728,CU901728,PAYMENT,9,11669148.0,260980.5,9320323.5,0.2473,24,12,DELINQUENT,ONLINE,CUNDINAMARCA,LIBRANZA
EVT000004494,2025-09-17 20:01:37,2025-09-17,LN100449,CU900449,PAYMENT,5,16622927.0,320822.49,15018814.55,0.186,24,0,ACTIVE,AGENTE,SANTANDER,VEHICULO
EVT000010774,2024-10-30 03:10:33,2024-10-30,LN101084,CU901084,DISBURSEMENT,0,23891657.0,376293.6,23891657.0,0.115,24,0,ACTIVE,ONLINE,,CONSUMO
EVT000004289,2025-04-08 05:39:43,2025-04-09,LN100429,CU900429,PAYMENT,6,21018395.0,1054492.88,14691437.72,0.3017,12,10,DELINQUENT,ONLINE,BOGOTA,CONSUMO
EVT000002128,2025-02-02 01:50:16,2025-02-02,LN100211,CU900211,PAYMENT,1,19574788.0,315154.09,19259633.91,0.283,36,31,DELINQUENT,OFFLINE,ANTIOQUIA,CONSUMO
EVT000002663,2023-12-22 10:48:59,2023-12-23,LN100266,CU900266,DELINQUENCY,1,7334128.0,164088.89,7170039.11,0.1356,18,32,DELINQUENT,ONLINE,VALLE,VEHICULO
EVT000005038,2025-04-29 01:22:38,2025-04-29,LN100504,CU900504,DISBURSEMENT,0,15181687.0,310920.95,15181687.0,0.2096,24,0,ACTIVE,AGENTE,BOGOTA,MICROCREDITO
EVT000006003,2025-10-10 04:45:41,2025-10-10,LN100599,CU900599,PAYMENT,3,1541475.0,50000.0,1391475.0,0.1123,12,0,ACTIVE,ONLINE,SANTANDER,CONSUMO
EVT000006695,2023-07-18 05:11:07,2023-07-18,LN100670,CU900670,CHARGEOFF,2,18078842.0,894179.53,16290482.94,0.2946,12,221,CHARGEOFF,OFFLINE,CUNDINAMARCA,CONSUMO
EVT000010166,2025-05-18 07:33:20,2025-05-18,LN101020,CU901020,PAYMENT,7,4291245.0,142211.86,3295761.98,0.2971,18,5,DELINQUENT,ONLINE,CUNDINAMARCA,CONSUMO
EVT000019642,2023-12-15 14:51:36,2023-12-15,LN101982,CU901982,PAYMENT,5,21457421.0,282808.81,20043376.95,0.3272,48,0,ACTIVE,ONLINE,ANTIOQUIA,LIBRANZA
EVT000010711,2023-07-28 21:15:01,2023-07-29,LN101077,CU901077,DISBURSEMENT,0,3974977.0,168419.78,3974977.0,0.2237,12,0,ACTIVE,APP,ANTIOQUIA,CONSUMO
EVT000015011,2025-01-08 09:44:26,2025-01-09,LN101512,CU901512,PAYMENT,4,11029589.0,361182.27,9584859.92,0.2912,18,16,DELINQUENT,ONLINE,RISARALDA,VEHICULO
EVT000016817,2025-06-27 03:06:22,2025-06-28,LN101695,CU901695,DISBURSEMENT,0,9125431.0,169778.64,9125431.0,0.1721,24,0,ACTIVE,AGENTE,RISARALDA,MICROCREDITO
EVT000010283,2024-08-28 03:41:19,2024-08-28,LN101032,CU901032,PAYMENT,4,27497623.0,498669.39,25502945.44,0.1627,24,0,ACTIVE,AGENTE,VALLE,CONSUMO
EVT000003544,2025-06-13 20:29:44,2025-06-13,LN100354,CU900354,PAYMENT,2,23677683.0,,22417556.72,0.3322,24,29,DELINQUENT,ONLINE,CALDAS,LIBRANZA
EVT000000278,2023-06-12 20:58:58,2023-06-12,LN100030,CU900030,DISBURSEMENT,0,5298622.0,69981.55,5298622.0,0.3283,48,0,ACTIVE,APP,CALDAS,CONSUMO
EVT000003185,2023-09-05 17:36:27,2023-09-06,LN100318,CU900318,PAYMENT,4,28429841.0,601717.58,26022970.68,0.2233,24,10,DELINQUENT,AGENTE,ANTIOQUIA,MICROCREDITO
EVT000014484,2023-09-06 15:46:10,2023-09-06,LN101458,CU901458,CLOSE,3,22726583.0,1655404.31,0.0,0.1642,6,0,CLOSED,ONLINE,SANTANDER,CONSUMO
EVT000006275,2024-07-12 05:59:07,2024-07-12,LN100626,CU900626,PAYMENT,7,10389624.0,221298.99,8840531.07,0.226,24,178,DELINQUENT,OFFLINE,CUNDINAMARCA,VEHICULO
EVT000002939,2024-08-26 15:18:35,2024-08-26,LN100293,CU900293,DISBURSEMENT,0,19128427.0,394428.16,19128427.0,0.2124,24,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000008930,2024-11-10 17:34:30,2024-11-11,LN100898,CU900898,PAYMENT,2,25766554.0,257665.54,25251222.92,0.1,36,11,DELINQUENT,OFFLINE,RISARALDA,LIBRANZA
EVT000006371,2024-08-28 03:24:44,2024-08-28,LN100636,CU900636,DISBURSEMENT,0,20274230.0,838947.64,20274230.0,0.2138,12,0,ACTIVE,ONLINE,ANTIOQUIA,LIBRANZA
EVT000019619,2024-07-01 04:52:09,,LN101980,CU901980,DISBURSEMENT,0,17254174.0,447228.19,17254174.0,0.1888,18,0,ACTIVE,APP,ANTIOQUIA,CONSUMO
EVT000014908,2023-08-05 00:02:54,2023-08-05,LN101500,CU901500,DELINQUENCY,1,25853642.0,889623.82,24964018.18,0.1441,12,66,DELINQUENT,ONLINE,VALLE,CONSUMO
EVT000018695,2026-03-26 16:58:20,2026-03-26,LN101887,CU901887,DELINQUENCY,8,18207920.0,196600.02,16635119.84,0.2319,48,28,DELINQUENT,OFFLINE,ATLANTICO,VEHICULO
EVT000003179,2026-06-14 08:41:21,,LN100317,CU900317,PAYMENT,7,21411839.0,540327.76,17629544.68,0.3047,24,0,ACTIVE,ONLINE,CALDAS,VEHICULO
EVT000001361,2025-03-07 23:53:04,2025-03-08,LN100138,CU900138,DISBURSEMENT,0,12792574.0,1155936.99,12792574.0,0.2518,6,0,ACTIVE,ONLINE,CUNDINAMARCA,CONSUMO
EVT000019724,2023-07-13 05:24:58,2023-07-13,LN101990,CU901990,PAYMENT,2,9582860.0,1049131.51,7484596.98,0.3474,6,0,ACTIVE,AGENTE,RISARALDA,CONSUMO
EVT000018569,2023-09-28 00:24:44,2023-09-28,LN101875,CU901875,PAYMENT,1,19818479.0,353759.85,19464719.15,0.3355,36,0,ACTIVE,ONLINE,CALDAS,CONSUMO
EVT000007478,2024-11-07 05:19:49,2024-11-08,LN100749,CU900749,PAYMENT,4,20022609.0,917235.72,16353666.12,0.2581,12,0,ACTIVE,ONLINE,VALLE,CONSUMO
EVT000017411,2025-06-02 19:49:09,2025-06-02,LN101756,CU901756,PAYMENT,1,13952184.0,1100827.32,12851356.68,0.1945,6,0,ACTIVE,ONLINE,SANTANDER,LIBRANZA
EVT000005205,2025-07-26 20:22:26,2025-07-26,LN100522,CU900522,PAYMENT,1,7085446.0,366671.83,6718774.17,0.3175,12,0,ACTIVE,ONLINE,ANTIOQUIA,MICROCREDITO
EVT000012150,2026-01-05 04:56:47,,LN101221,CU901221,PAYMENT,3,25230567.0,633960.05,23328686.85,0.1769,18,44,DELINQUENT,AGENTE,NARINO,CONSUMO
EVT000015908,2023-10-10 10:42:36,,LN101602,CU901602,PAYMENT,2,24624303.0,491870.45,23640562.1,0.1995,24,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000007820,2025-06-19 14:47:54,2025-06-19,LN100783,CU900783,PAYMENT,2,1048540.0,50000.0,0.0,0.1768,24,0,ACTIVE,AGENTE,BOGOTA,VEHICULO
EVT000005478,2024-07-25 16:26:38,,LN100549,CU900549,DELINQUENCY,5,28808880.0,1337884.39,22119458.05,0.2644,12,180,DELINQUENT,AGENTE,ANTIOQUIA,VEHICULO
EVT000003186,2023-10-06 17:47:05,2023-10-06,LN100318,CU900318,PAYMENT,5,28429841.0,601717.58,25421253.1,0.2233,24,5,DELINQUENT,AGENTE,ANTIOQUIA,MICROCREDITO
EVT000003331,2023-12-23 02:19:55,2023-12-24,LN100333,CU900333,PAYMENT,2,20563326.0,436045.33,19691235.34,0.2241,24,0,ACTIVE,OFFLINE,BOLIVAR,LIBRANZA
EVT000006313,2025-09-29 18:40:27,,LN100630,CU900630,PAYMENT,5,2373906.0,168689.76,1530457.2,0.1553,6,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
EVT000017093,2023-10-09 11:43:43,2023-10-10,LN101721,CU901721,DISBURSEMENT,0,15357416.0,573753.06,15357416.0,0.1736,12,0,ACTIVE,APP,ATLANTICO,MICROCREDITO
EVT000018703,2026-05-25 04:01:17,2026-05-25,LN101888,CU901888,CHARGEOFF,4,29533573.0,931095.11,25809192.56,0.2729,18,242,CHARGEOFF,ONLINE,RISARALDA,CONSUMO
EVT000014220,2023-11-15 18:19:21,2023-11-16,LN101430,CU901430,PAYMENT,4,17390305.0,826735.1,14083364.6,0.2754,12,0,ACTIVE,ONLINE,SANTANDER,CONSUMO
EVT000010600,2024-12-03 12:58:33,2024-12-04,LN101066,CU901066,DISBURSEMENT,3,7445478.0,56548.41,7275832.77,0.1038,48,0,ACTIVE,ONLINE,ANTIOQUIA,LIBRANZA
EVT000019539,2024-07-01 04:55:55,2024-07-02,LN101971,CU901971,DISBURSEMENT,1,8745583.0,252572.44,8493010.56,0.0888,12,0,ACTIVE,APP,NARINO,MICROCREDITO
EVT000019515,2024-03-28 13:25:30,2024-03-28,LN101968,CU901968,PAYMENT,5,25814258.0,814353.79,21742489.05,0.2732,18,0,ACTIVE,OFFLINE,VALLE,CONSUMO
