event_id,event_time,ingestion_date,loan_id,customer_id,event_type,installment_number,principal_amount,installment_amount,outstanding_balance,interest_rate,term_months,days_past_due,loan_status,channel,region,product_type
EVT000000075,2024-10-17 03:45:06,2024-10-17,LN100007,CU900007,PAYMENT,2,6346782.0,319052.73,5708676.54,0.3027,12,40,DELINQUENT,APP,RISARALDA,CONSUMO
EVT000019264,2023-10-28 15:33:24,2023-10-28,LN101944,CU901944,DISBURSEMENT,0,2063038.0,50000.0,2063038.0,0.3495,36,0,ACTIVE,OFFLINE,,CONSUMO
EVT000004939,2024-02-02 21:36:15,,LN100495,CU900495,DISBURSEMENT,0,10819691.0,145885.5,10819691.0,0.2045,36,0,ACTIVE,ONLINE,ATLANTICO,LIBRANZA
EVT000010938,2026-04-12 03:35:04,2026-04-13,LN101101,CU901101,PAYMENT,7,24614010.0,2648959.76,6071291.68,0.3381,6,25,DELINQUENT,ONLINE,RISARALDA,CONSUMO
EVT000014134,2024-05-11 10:37:00,,LN101422,CU901422,DISBURSEMENT,0,9068780.0,816552.95,9068780.0,0.2502,6,0,ACTIVE,AGENTE,BOGOTA,CONSUMO
EVT000011794,2024-02-14 20:39:33,,LN101185,CU901185,PAYMENT,4,3864023.0,375042.07,2363854.72,0.2853,6,288,DELINQUENT,AGENTE,VALLE,LIBRANZA
EVT000013181,2023-11-11 18:04:13,2023-11-11,LN101324,CU901324,DISBURSEMENT,0,14122194.0,1462211.97,14122194.0,0.3177,6,0,ACTIVE,AGENTE,ATLANTICO,CONSUMO
EVT000007025,2024-02-09 02:58:59,2024-02-09,LN100704,CU900704,PAYMENT,1,23721136.0,1098051.39,22623084.61,0.2629,12,0,ACTIVE,ONLINE,BOLIVAR,CONSUMO
EVT000003255,2026-05-27 08:48:06,2026-05-28,LN100325,CU900325,DELINQUENCY,9,23656579.0,727045.53,17113169.23,0.261,18,28,DELINQUENT,ONLINE,BOGOTA,CONSUMO
EVT000017814,2025-01-21 22:53:13,2025-01-21,LN101798,CU901798,PAYMENT,6,23620038.0,613766.69,19937437.86,0.3197,24,37,DELINQUENT,AGENTE,BOLIVAR,MICROCREDITO
EVT000017769,2024-02-02 11:22:48,,LN101794,CU901794,DELINQUENCY,5,29863748.0,425060.68,27738444.6,0.227,36,120,DELINQUENT,ONLINE,RISARALDA,CONSUMO
EVT000008492,2026-02-07 04:50:32,2026-02-07,LN100851,CU900851,DELINQUENCY,7,3654205.0,69831.86,3165381.98,0.1822,24,44,DELINQUENT,ONLINE,ANTIOQUIA,CONSUMO
EVT000004550,2025-01-14 16:00:17,2025-01-14,LN100456,CU900456,PAYMENT,4,10903849.0,235577.66,9961538.36,0.2321,24,6,DELINQUENT,OFFLINE,BOGOTA,CONSUMO
EVT000013305,2025-08-01 09:00:48,2025-08-02,LN101336,CU901336,DELINQUENCY,6,21749628.0,559509.18,18392572.92,0.3145,24,18,DELINQUENT,AGENTE,CUNDINAMARCA,MICROCREDITO
EVT000004131,2025-05-09 04:37:23,2025-05-09,LN100413,CU900413,DELINQUENCY,1,28330349.0,1002327.75,27328021.25,0.1538,12,5,DELINQUENT,OFFLINE,ANTIOQUIA,CONSUMO
EVT000006118,2024-02-13 00:21:20,2024-02-13,LN100611,CU900611,PAYMENT,4,14487618.0,255851.33,13464212.68,0.1532,24,0,ACTIVE,AGENTE,CUNDINAMARCA,MICROCREDITO
EVT000010755,2024-06-22 12:30:35,2024-06-22,LN101081,CU901081,PAYMENT,8,3581773.0,124741.21,0.0,0.3224,18,18,DELINQUENT,OFFLINE,VALLE,MICROCREDITO
EVT000011462,2024-10-12 16:58:04,2024-10-13,LN101151,CU901151,PAYMENT,1,19447299.0,1055793.86,18391505.14,0.3429,12,16,DELINQUENT,OFFLINE,BOLIVAR,LIBRANZA
EVT000011058,2025-04-07 05:19:17,2025-04-07,LN101113,CU901113,PAYMENT,1,15023113.0,278528.52,14744584.48,0.1708,24,0,ACTIVE,ONLINE,BOGOTA,MICROCREDITO
EVT000017905,2023-05-23 00:55:30,,LN101807,CU901807,PAYMENT,3,2174048.0,211621.83,1539182.51,0.2867,6,0,ACTIVE,ONLINE,CALDAS,LIBRANZA
EVT000016670,2024-05-11 15:48:17,2024-05-11,LN101679,CU901679,PAYMENT,2,7263073.0,319793.1,6623486.8,0.2403,12,0,ACTIVE,ONLINE,ANTIOQUIA,VEHICULO
EVT000008752,2024-12-13 03:19:51,2024-12-13,LN100880,CU900880,PAYMENT,1,26143787.0,903790.72,25239996.28,0.1457,12,0,ACTIVE,OFFLINE,NARINO,CONSUMO
