event_id,event_time,ingestion_date,loan_id,customer_id,event_type,installment_number,principal_amount,installment_amount,outstanding_balance,interest_rate,term_months,days_past_due,loan_status,channel,region,product_type
EVT000006863,2023-10-31 02:12:11,2023-11-01,LN100687,CU900687,DELINQUENCY,2,20656089.0,207662.55,20240763.9,0.1016,36,6,DELINQUENT,ONLINE,SANTANDER,CONSUMO
EVT000000086,2024-10-25 12:06:21,2024-10-25,LN100008,CU900008,PAYMENT,5,10674872.0,226200.54,9543869.3,0.2238,24,30,DELINQUENT,AGENTE,NARINO,MICROCREDITO
EVT000006911,2024-12-25 17:56:40,2024-12-25,LN100692,CU900692,PAYMENT,3,10754864.0,336304.6,9745950.2,0.1127,12,0,ACTIVE,AGENTE,ANTIOQUIA,MICROCREDITO
EVT000007659,2023-05-24 11:28:21,2023-05-24,LN100767,CU900767,PAYMENT,4,20491907.0,750686.86,17489159.56,0.3495,18,0,ACTIVE,ONLINE,ANTIOQUIA,VEHICULO
EVT000018151,2024-04-28 07:40:59,2024-04-29,LN101832,CU901832,DELINQUENCY,0,28428399.0,455422.95,28428399.0,0.2806,36,37,DELINQUENT,OFFLINE,BOGOTA,CONSUMO
EVT000008161,2026-08-17 03:51:01,2026-08-18,LN100818,CU900818,PAYMENT,8,21185459.0,561414.66,16694141.72,0.1975,18,17,DELINQUENT,ONLINE,NARINO,VEHICULO
EVT000013027,2025-12-04 00:39:39,2025-12-05,LN101308,CU901308,PAYMENT,5,3957883.0,104725.58,3434255.1,0.3292,24,-10,DELINQUENT,OFFLINE,NARINO,LIBRANZA
EVT000002781,2024-11-17 19:49:43,2024-11-17,LN100277,CU900277,DISBURSEMENT,0,11988599.0,209161.09,11988599.0,0.3234,36,0,ACTIVE,OFFLINE,ANTIOQUIA,MICROCREDITO
EVT000011796,2024-04-26 21:59:03,2024-04-27,LN101185,CU901185,PAYMENT,6,3864023.0,375042.07,1613770.58,0.2853,6,284,DELINQUENT,AGENTE,VALLE,LIBRANZA
EVT000004900,2025-03-28 21:21:06,2025-03-29,LN100491,CU900491,PAYMENT,6,17790605.0,478211.46,14921336.24,0.3376,24,4,DELINQUENT,AGENTE,CALDAS,MICROCREDITO
EVT000017741,2024-10-19 00:48:31,2024-10-19,LN101791,CU901791,PAYMENT,7,29022575.0,461265.46,25793716.78,0.2768,36,0,ACTIVE,ONLINE,VALLE,CONSUMO
EVT000011156,2024-08-09 04:46:23,2024-08-10,LN101122,CU901122,DELINQUENCY,6,9402081.0,148458.86,8511327.84,0.2737,36,59,DELINQUENT,APP,ANTIOQUIA,CONSUMO
EVT000018215,2024-10-08 19:09:01,2024-10-09,LN101839,CU901839,PAYMENT,2,11652196.0,,11111068.02,0.2644,24,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000001987,2025-07-03 23:24:35,,LN100197,CU900197,DELINQUENCY,10,6194675.0,220447.83,3990196.7,0.3338,18,106,DELINQUENT,ONLINE,ANTIOQUIA,MICROCREDITO
EVT000005587,2025-01-26 06:28:37,2025-01-26,LN100559,CU900559,PAYMENT,5,8626623.0,227527.18,7488987.1,0.3275,24,9,DELINQUENT,ONLINE,CALDAS,CONSUMO
EVT000005211,2026-01-01 23:21:07,2026-01-02,LN100522,CU900522,PAYMENT,5,7085446.0,366671.83,5252086.85,0.3175,12,169,DELINQUENT,ONLINE,ANTIOQUIA,MICROCREDITO
EVT000004179,2024-06-21 17:11:50,,LN100418,CU900418,PAYMENT,4,11749553.0,408414.46,10115895.16,0.1476,12,4,DELINQUENT,ONLINE,VALLE,CONSUMO
EVT000015738,2024-04-20 11:55:33,2024-04-21,LN101585,CU901585,PAYMENT,1,18359901.0,575276.9,17784624.1,0.27,18,30,DELINQUENT,OFFLINE,CUNDINAMARCA,CONSUMO
