event_id,event_time,ingestion_date,loan_id,customer_id,event_type,installment_number,principal_amount,installment_amount,outstanding_balance,interest_rate,term_months,days_past_due,loan_status,channel,region,product_type
EVT000008225,2023-08-10 21:20:06,2023-08-10,LN100824,CU900824,PAYMENT,1,3641195.0,66633.87,3574561.13,0.349,36,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
EVT000008691,2024-02-17 15:46:49,2024-02-18,LN100873,CU900873,PAYMENT,1,4930172.0,495679.49,4434492.51,0.3027,6,0,ACTIVE,ONLINE,ANTIOQUIA,CONSUMO
EVT000001486,2024-09-21 15:45:00,2024-09-21,LN100151,CU900151,PAYMENT,4,15163131.0,487797.92,13211939.32,0.1217,12,5,DELINQUENT,AGENTE,VALLE,VEHICULO
EVT000000759,2023-11-09 00:25:57,2023-11-09,LN100078,CU900078,PAYMENT,6,16248471.0,456744.52,13508003.88,0.0811,12,27,DELINQUENT,AGENTE,BOLIVAR,MICROCREDITO
EVT000003049,2024-05-14 17:24:04,2024-05-15,LN100303,CU900303,DELINQUENCY,5,2295471.0,50000.0,2045471.0,0.0904,24,83,DELINQUENT,AGENTE,CUNDINAMARCA,CONSUMO
EVT000004534,2024-11-16 09:59:13,,LN100454,CU900454,DELINQUENCY,5,7172930.0,83182.08,6757019.6,0.1479,36,54,DELINQUENT,OFFLINE,ANTIOQUIA,CONSUMO
EVT000011615,2023-08-19 03:30:25,2023-08-20,LN101166,CU901166,PAYMENT,9,25305312.0,1357376.94,13088919.54,0.3364,12,0,ACTIVE,ONLINE,ANTIOQUIA,LIBRANZA
EVT000017939,2025-10-03 23:16:36,2025-10-04,LN101810,CU901810,PAYMENT,7,3622228.0,62066.88,3187759.84,0.1427,24,38,DELINQUENT,ONLINE,BOGOTA,LIBRANZA
EVT000001228,2024-10-13 15:16:25,2024-10-14,LN100125,CU900125,PAYMENT,4,17416583.0,503223.14,15403690.44,0.2334,18,0,ACTIVE,OFFLINE,CUNDINAMARCA,CONSUMO
EVT000001388,2025-06-26 23:05:43,2025-06-26,LN100141,CU900141,PAYMENT,7,15083600.0,202157.95,13668494.35,0.3361,48,10,DELINQUENT,AGENTE,ATLANTICO,CONSUMO
EVT000004991,2024-10-19 14:23:17,2024-10-20,LN100499,CU900499,PAYMENT,10,16661087.0,455180.9,12109278.0,0.3464,24,0,ACTIVE,AGENTE,ATLANTICO,CONSUMO
EVT000014219,2023-10-01 18:08:11,,LN101430,CU901430,PAYMENT,3,17390305.0,826735.1,14910099.7,0.2754,12,0,ACTIVE,ONLINE,SANTANDER,CONSUMO
EVT000003295,2025-05-23 17:38:00,2025-05-23,LN100329,CU900329,CLOSE,2,1740348.0,55111.02,0.0,0.275,18,0,CLOSED,ONLINE,CUNDINAMARCA,LIBRANZA
EVT000006979,2026-03-19 03:28:35,2026-03-20,LN100698,CU900698,PAYMENT,7,13905380.0,358967.38,11392608.34,0.3163,24,0,ACTIVE,OFFLINE,BOLIVAR,CONSUMO
EVT000016383,2024-06-05 09:30:12,2024-06-06,LN101649,CU901649,PAYMENT,7,12153014.0,211583.97,10671926.21,0.1482,24,0,ACTIVE,AGENTE,ANTIOQUIA,CONSUMO
EVT000008249,2023-12-08 05:40:50,2023-12-09,LN100826,CU900826,DISBURSEMENT,0,22156134.0,470005.46,22156134.0,0.1182,18,0,ACTIVE,ONLINE,ANTIOQUIA,MICROCREDITO
EVT000013196,2026-01-09 11:44:17,2026-01-10,LN101325,CU901325,PAYMENT,8,3606701.0,74388.21,3011595.32,0.2125,24,0,ACTIVE,AGENTE,NARINO,LIBRANZA
EVT000008430,2025-06-16 01:46:58,2025-06-17,LN100844,CU900844,PAYMENT,3,13278563.0,257604.12,12505750.64,0.188,24,0,ACTIVE,ONLINE,VALLE,VEHICULO
EVT000011784,2024-08-21 12:30:42,2024-08-21,LN101184,CU901184,PAYMENT,4,3787039.0,53151.09,3574434.64,0.0807,24,0,ACTIVE,ONLINE,CALDAS,LIBRANZA
EVT000003882,2024-02-19 17:12:21,2024-02-19,LN100388,CU900388,PAYMENT,1,14582344.0,361423.4,14220920.6,0.2957,24,0,ACTIVE,ONLINE,ANTIOQUIA,LIBRANZA
EVT000008467,2025-05-11 08:59:21,2025-05-11,LN100849,CU900849,PAYMENT,1,10423047.0,278295.35,10144751.65,0.334,24,0,ACTIVE,APP,ANTIOQUIA,CONSUMO
EVT000007858,2024-05-13 05:17:13,,LN100787,CU900787,DELINQUENCY,2,25927877.0,1124232.75,23679411.5,0.2336,12,180,DELINQUENT,AGENTE,SANTANDER,MICROCREDITO
EVT000010789,2024-07-27 01:09:48,2024-07-27,LN101086,CU901086,PAYMENT,2,21770936.0,1020186.06,19730563.88,0.2686,12,0,ACTIVE,ONLINE,ANTIOQUIA,CONSUMO
EVT000003674,2023-07-19 22:38:28,2023-07-20,LN100366,CU900366,PAYMENT,4,8092152.0,77462.13,7782303.48,0.1829,48,0,ACTIVE,OFFLINE,BOGOTA,LIBRANZA
EVT000000254,2025-12-18 15:28:08,2025-12-19,LN100027,CU900027,PAYMENT,4,7199125.0,156400.99,6573521.04,0.2345,24,0,ACTIVE,OFFLINE,ANTIOQUIA,CONSUMO
EVT000016678,2023-05-26 20:26:46,2023-05-26,LN101680,CU901680,PAYMENT,2,15583199.0,647949.41,14287300.18,0.2158,12,0,ACTIVE,APP,CUNDINAMARCA,LIBRANZA
EVT000003650,2023-12-13 05:47:39,2023-12-14,LN100364,CU900364,PAYMENT,1,16714515.0,641001.65,16073513.35,0.1835,12,0,ACTIVE,OFFLINE,NARINO,CONSUMO
EVT000002336,2023-05-04 08:38:20,2023-05-05,LN100233,CU900233,PAYMENT,2,14068240.0,284389.47,13499461.06,0.2043,24,0,ACTIVE,OFFLINE,ANTIOQUIA,CONSUMO
EVT000019295,2023-04-19 18:58:58,2023-04-19,LN101947,CU901947,PAYMENT,1,4012241.0,64958.18,3947282.82,0.1238,24,0,ACTIVE,ONLINE,BOGOTA,VEHICULO
EVT000003244,2025-07-21 02:43:51,2025-07-21,LN100325,CU900325,DISBURSEMENT,0,23656579.0,727045.53,23656579.0,0.261,18,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000006625,2024-11-25 06:44:41,2024-11-25,LN100662,CU900662,DELINQUENCY,3,5105925.0,99999.54,4805926.38,0.1917,24,34,DELINQUENT,ONLINE,BOLIVAR,MICROCREDITO
EVT000013824,2024-02-12 19:57:07,2024-02-12,LN101388,CU901388,PAYMENT,7,22907930.0,2380133.93,6246992.49,0.3195,6,16,DELINQUENT,AGENTE,NARINO,CONSUMO
EVT000011939,2026-06-05 12:21:49,2026-06-05,LN101199,CU901199,PAYMENT,7,16245201.0,442925.41,13144723.13,0.3453,24,1,DELINQUENT,ONLINE,SANTANDER,CONSUMO
EVT000006056,2026-01-16 20:29:53,2026-01-16,LN100604,CU900604,PAYMENT,7,16606145.0,184771.04,15312747.72,0.1338,36,0,ACTIVE,AGENTE,CUNDINAMARCA,CONSUMO
EVT000015464,2024-07-11 05:14:00,,LN101557,CU901557,DISBURSEMENT,0,23522554.0,655181.54,23522554.0,0.2178,18,0,ACTIVE,AGENTE,ATLANTICO,CONSUMO
EVT000008962,2026-02-22 05:22:03,,LN100901,CU900901,PAYMENT,3,2392147.0,50000.0,2242147.0,0.123,24,29,DELINQUENT,ONLINE,NARINO,CONSUMO
EVT000017171,2023-06-14 18:57:12,2023-06-15,LN101729,CU901729,PAYMENT,4,15356794.0,199139.23,14560237.08,0.3187,48,0,ACTIVE,APP,BOLIVAR,VEHICULO
EVT000002002,2024-08-06 05:21:50,,LN100199,CU900199,PAYMENT,4,1878545.0,64421.57,1620858.72,0.3144,18,59,DELINQUENT,AGENTE,VALLE,LIBRANZA
EVT000008730,2024-12-18 15:20:28,2024-12-18,LN100877,CU900877,DISBURSEMENT,7,5653853.0,90094.15,5023193.95,0.1187,24,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000017585,2025-02-03 06:07:45,2025-02-03,LN101776,CU901776,DELINQUENCY,0,5824136.0,70161.43,5824136.0,0.1614,36,180,DELINQUENT,OFFLINE,NARINO,LIBRANZA
EVT000008845,2025-10-16 10:47:11,2025-10-16,LN100889,CU900889,DELINQUENCY,3,17245629.0,609632.99,15416730.03,0.1535,12,5,DELINQUENT,APP,VALLE,MICROCREDITO
EVT000016301,2023-03-14 03:40:36,2023-03-14,LN101641,CU901641,PAYMENT,1,1988894.0,50000.0,1938894.0,0.2057,36,0,ACTIVE,AGENTE,ANTIOQUIA,LIBRANZA
EVT000008477,2023-10-07 00:49:10,2023-10-07,LN100850,CU900850,PAYMENT,3,3882007.0,95070.35,3596795.95,0.2898,24,0,ACTIVE,ONLINE,CUNDINAMARCA,VEHICULO
