event_id,event_time,ingestion_date,loan_id,customer_id,event_type,installment_number,principal_amount,installment_amount,outstanding_balance,interest_rate,term_months,days_past_due,loan_status,channel,region,product_type
EVT000009663,2026-06-05 20:34:22,2026-06-06,LN100971,CU900971,DELINQUENCY,9,26269181.0,363127.65,23001032.15,0.2147,36,28,DELINQUENT,ONLINE,NARINO,LIBRANZA
EVT000010096,2023-09-17 02:39:34,2023-09-18,LN101013,CU901013,PAYMENT,6,23126979.0,886688.37,17806848.78,0.1834,12,0,ACTIVE,OFFLINE,BOLIVAR,VEHICULO
EVT000009997,2025-04-11 19:06:59,2025-04-12,LN101005,CU901005,DISBURSEMENT,4,22340304.0,345753.44,20957290.24,0.2643,36,0,ACTIVE,AGENTE,SANTANDER,CONSUMO
EVT000001931,2025-01-03 21:38:27,2025-01-04,LN100192,CU900192,PAYMENT,10,9541791.0,,7442119.9,0.2401,24,11,DELINQUENT,OFFLINE,BOGOTA,LIBRANZA
EVT000017344,2023-03-13 15:20:01,2023-03-13,LN101748,CU901748,PAYMENT,4,11838648.0,362854.56,10387229.76,0.1065,12,0,ACTIVE,ONLINE,ANTIOQUIA,VEHICULO
EVT000003496,2025-11-05 09:10:44,2025-11-05,LN100349,CU900349,PAYMENT,4,18313735.0,635364.51,15772276.96,0.3204,18,26,DELINQUENT,ONLINE,BOLIVAR,CONSUMO
EVT000019741,2025-01-16 11:13:12,2025-01-16,LN101992,CU901992,DISBURSEMENT,0,15244947.0,568636.52,15244947.0,0.173,12,0,ACTIVE,AGENTE,CUNDINAMARCA,MICROCREDITO
EVT000006687,2025-05-12 07:05:05,2025-05-12,LN100669,CU900669,PAYMENT,2,22142831.0,914056.06,20314718.88,0.2128,12,0,ACTIVE,ONLINE,VALLE,VEHICULO
EVT000009899,2024-04-04 00:22:04,2024-04-05,LN100995,CU900995,PAYMENT,1,6799076.0,79515.19,6719560.81,0.2678,48,0,ACTIVE,APP,VALLE,CONSUMO
EVT000012802,2024-05-16 15:16:39,2024-05-17,LN101286,CU901286,PAYMENT,8,9797479.0,144643.45,8640331.4,0.2429,36,0,ACTIVE,ONLINE,ANTIOQUIA,CONSUMO
EVT000002215,2025-12-08 07:47:50,2025-12-08,LN100219,CU900219,PAYMENT,9,5322526.0,185791.64,3650401.24,0.3236,18,304,DELINQUENT,OFFLINE,ANTIOQUIA,MICROCREDITO
EVT000006394,2023-09-28 13:30:36,2023-09-29,LN100638,CU900638,PAYMENT,8,17518423.0,276732.69,15304561.48,0.2739,36,28,DELINQUENT,ONLINE,VALLE,CONSUMO
EVT000003559,2025-08-05 00:16:45,2025-08-05,LN100355,CU900355,PAYMENT,4,3054305.0,50000.0,2854305.0,0.279,48,8,DELINQUENT,OFFLINE,BOGOTA,CONSUMO
EVT000003775,2024-12-25 17:21:18,2024-12-26,LN100377,CU900377,PAYMENT,2,25881902.0,1039676.0,23802550.0,0.2017,12,0,ACTIVE,AGENTE,CALDAS,MICROCREDITO
EVT000008117,2024-11-11 11:08:23,2024-11-12,LN100814,CU900814,PAYMENT,6,23845499.0,955012.23,18115425.62,0.2005,12,55,DELINQUENT,AGENTE,NARINO,CONSUMO
EVT000017177,2025-09-05 17:35:07,2025-09-05,LN101730,CU901730,DISBURSEMENT,0,12262451.0,179215.72,12262451.0,0.0923,24,0,ACTIVE,AGENTE,BOGOTA,MICROCREDITO
EVT000004619,2024-10-25 14:27:26,2024-10-26,LN100463,CU900463,PAYMENT,5,2297499.0,53761.48,2028691.6,0.268,24,12,DELINQUENT,OFFLINE,CUNDINAMARCA,LIBRANZA
EVT000008145,2026-02-19 10:40:19,2026-02-19,LN100817,CU900817,PAYMENT,2,5378338.0,172035.1,5034267.8,0.2798,18,0,ACTIVE,ONLINE,RISARALDA,LIBRANZA
EVT000013826,2024-03-14 21:30:26,2024-03-15,LN101388,CU901388,PAYMENT,9,22907930.0,2380133.93,1486724.63,0.3195,6,4,DELINQUENT,AGENTE,NARINO,CONSUMO
EVT000017802,2025-10-08 18:38:49,2025-10-09,LN101797,CU901797,PAYMENT,8,15004651.0,188708.49,13494983.08,0.1773,36,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000010354,2025-08-31 00:59:51,2025-09-01,LN101039,CU901039,PAYMENT,5,24637258.0,892361.48,20175450.6,0.3433,18,0,ACTIVE,AGENTE,SANTANDER,MICROCREDITO
EVT000000503,2025-08-14 05:02:39,2025-08-14,LN100051,CU900051,DISBURSEMENT,2,1431952.0,50000.0,1331952.0,0.2695,24,0,ACTIVE,OFFLINE,NARINO,LIBRANZA
EVT000016222,2023-11-10 12:35:56,2023-11-11,LN101633,CU901633,PAYMENT,5,3378266.0,65386.34,3051334.3,0.1871,24,0,ACTIVE,APP,SANTANDER,LIBRANZA
EVT000005014,2024-06-13 18:48:08,,LN100502,CU900502,PAYMENT,2,22916427.0,506109.29,21904208.42,0.2417,24,0,ACTIVE,ONLINE,RISARALDA,VEHICULO
EVT000005271,2023-08-21 07:09:32,,LN100529,CU900529,PAYMENT,1,14448507.0,650471.79,13798035.21,0.2502,12,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
EVT000018041,2023-01-28 09:06:56,2023-01-28,LN101821,CU901821,DISBURSEMENT,0,16746829.0,314617.09,16746829.0,0.0818,18,0,ACTIVE,ONLINE,RISARALDA,CONSUMO
EVT000016864,2024-05-23 12:18:43,2024-05-24,LN101699,CU901699,DISBURSEMENT,0,23299628.0,557094.11,23299628.0,0.2782,24,0,ACTIVE,OFFLINE,VALLE,VEHICULO
EVT000013328,2024-12-03 06:50:42,2024-12-03,LN101339,CU901339,PAYMENT,1,25801143.0,1173435.98,24627707.02,0.2548,12,0,ACTIVE,ONLINE,CUNDINAMARCA,LIBRANZA
EVT000004532,2024-09-21 08:58:03,2024-10-08,LN100454,CU900454,PAYMENT,4,7172930.0,83182.08,6840201.68,0.1479,36,35,DELINQUENT,OFFLINE,ANTIOQUIA,CONSUMO
EVT000004972,2024-01-25 12:42:18,2024-01-25,LN100498,CU900498,PAYMENT,6,12332047.0,266803.84,10731223.96,0.2327,24,0,ACTIVE,APP,SANTANDER,CONSUMO
EVT000015325,2025-07-19 00:27:10,2025-07-19,LN101544,CU901544,CHARGEOFF,6,23801657.0,455881.07,21066370.58,0.0873,18,150,CHARGEOFF,ONLINE,ATLANTICO,VEHICULO
EVT000015436,2025-04-24 05:59:15,2025-04-24,LN101554,CU901554,PAYMENT,9,29988650.0,669146.74,23966329.34,0.1347,18,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000006476,2023-06-19 18:23:07,2023-06-19,LN100646,CU900646,DISBURSEMENT,0,21028708.0,485973.44,21028708.0,0.2622,24,0,ACTIVE,APP,CALDAS,CONSUMO
EVT000005613,2025-01-27 00:52:07,2025-01-28,LN100562,CU900562,PAYMENT,3,15281297.0,418172.69,14026778.93,0.3473,24,60,DELINQUENT,AGENTE,CUNDINAMARCA,VEHICULO
EVT000016692,2023-05-26 02:11:07,2023-05-27,LN101681,CU901681,PAYMENT,2,18523415.0,252335.22,18018744.56,0.3449,48,0,ACTIVE,OFFLINE,CUNDINAMARCA,VEHICULO
EVT000016148,2025-01-15 03:46:38,2025-01-16,LN101627,CU901627,DELINQUENCY,1,21149573.0,795646.94,20353926.06,0.1762,12,31,DELINQUENT,ONLINE,BOGOTA,MICROCREDITO
EVT000011391,2023-07-04 06:24:34,2023-07-05,LN101144,CU901144,DISBURSEMENT,0,22360838.0,281522.95,22360838.0,0.3036,48,0,ACTIVE,ONLINE,CUNDINAMARCA,MICROCREDITO
EVT000018849,2024-08-08 16:33:52,2024-08-08,LN101902,CU901902,DELINQUENCY,0,5046933.0,172504.17,5046933.0,0.1418,12,17,DELINQUENT,ONLINE,BOGOTA,CONSUMO
EVT000014976,2023-11-22 01:29:17,2023-11-22,LN101508,CU901508,DISBURSEMENT,5,9541571.0,92585.04,0.0,0.0911,36,17,DELINQUENT,AGENTE,BOGOTA,LIBRANZA
EVT000018918,2024-07-19 18:08:09,,LN101908,CU901908,PAYMENT,9,26208124.0,528879.94,21448204.54,0.2036,24,18,DELINQUENT,ONLINE,ANTIOQUIA,CONSUMO
EVT000005302,2024-11-11 11:12:20,2024-11-11,LN100532,CU900532,PAYMENT,6,11205335.0,341090.4,9158792.6,0.1044,12,0,ACTIVE,APP,SANTANDER,CONSUMO
EVT000005963,2026-06-21 04:44:46,2026-06-21,LN100595,CU900595,DISBURSEMENT,7,5761420.0,146512.91,0.0,0.3086,24,352,DELINQUENT,ONLINE,CALDAS,CONSUMO
EVT000018637,2024-11-05 13:20:49,2024-11-05,LN101882,CU901882,PAYMENT,7,9514771.0,461180.95,6286504.35,0.2847,12,0,ACTIVE,ONLINE,RISARALDA,CONSUMO
EVT000007102,2026-06-06 07:36:08,2026-06-07,LN100711,CU900711,PAYMENT,10,15690080.0,465472.37,11035356.3,0.245,18,34,DELINQUENT,APP,NARINO,CONSUMO
EVT000018142,2025-08-21 14:30:44,2025-08-21,LN101830,CU901830,PAYMENT,10,27028252.0,1290599.03,14122261.7,0.2775,12,0,ACTIVE,AGENTE,ANTIOQUIA,CONSUMO
EVT000006533,2025-08-01 03:52:32,2025-08-02,LN100652,CU900652,PAYMENT,4,1029535.0,50000.0,829535.0,0.2181,24,0,ACTIVE,ONLINE,BOLIVAR,CONSUMO
EVT000010328,2025-04-02 09:16:18,2025-04-03,LN101037,CU901037,PAYMENT,4,2773863.0,58232.63,2540932.48,0.1149,18,0,ACTIVE,OFFLINE,CALDAS,MICROCREDITO
EVT000002849,2024-05-08 18:26:10,2024-05-08,LN100284,CU900284,DISBURSEMENT,0,25786755.0,913108.99,25786755.0,0.1541,12,0,ACTIVE,AGENTE,BOGOTA,CONSUMO
EVT000010069,2023-12-23 02:35:41,2023-12-24,LN101011,CU901011,PAYMENT,3,20234096.0,722222.33,18067429.01,0.3354,18,20,DELINQUENT,ONLINE,BOGOTA,LIBRANZA
EVT000005847,2025-02-04 05:19:07,2025-02-04,LN100584,CU900584,PAYMENT,4,18738364.0,447971.82,16946476.72,0.1586,18,12,DELINQUENT,ONLINE,BOGOTA,MICROCREDITO
EVT000013103,2025-03-10 16:02:06,2025-03-10,LN101316,CU901316,DISBURSEMENT,0,19147395.0,972687.67,19147395.0,0.308,12,0,ACTIVE,OFFLINE,ANTIOQUIA,CONSUMO
EVT000007837,2023-10-03 07:42:48,2023-10-04,LN100785,CU900785,DISBURSEMENT,0,12510613.0,119601.46,12510613.0,0.0868,36,0,ACTIVE,ONLINE,RISARALDA,VEHICULO
EVT000007484,2024-09-02 23:16:50,,LN100750,CU900750,PAYMENT,2,14932276.0,220101.75,14492072.5,1.0617,24,0,ACTIVE,ONLINE,BOLIVAR,CONSUMO
EVT000005705,2025-06-17 00:38:08,2025-06-18,LN100571,CU900571,DISBURSEMENT,0,17851249.0,431910.97,17851249.0,0.2839,24,0,ACTIVE,ONLINE,CUNDINAMARCA,CONSUMO
EVT000002496,2026-01-24 23:31:47,2026-01-24,LN100249,CU900249,PAYMENT,4,16466495.0,333281.86,15133367.56,0.1036,18,0,ACTIVE,ONLINE,ANTIOQUIA,VEHICULO
EVT000008166,2023-09-25 22:34:25,2023-09-26,LN100819,CU900819,PAYMENT,1,17126027.0,577603.8,16548423.2,0.3059,18,0,ACTIVE,OFFLINE,ANTIOQUIA,CONSUMO
EVT000011174,2023-06-27 14:57:07,2023-06-27,LN101124,CU901124,DISBURSEMENT,0,4168104.0,145855.85,4168104.0,0.3249,18,0,ACTIVE,ONLINE,VALLE,LIBRANZA
