event_id,event_time,ingestion_date,loan_id,customer_id,event_type,installment_number,principal_amount,installment_amount,outstanding_balance,interest_rate,term_months,days_past_due,loan_status,channel,region,product_type
EVT000011705,2025-07-07 23:56:25,2025-07-08,LN101177,CU901177,PAYMENT,1,5707889.0,73441.51,5634447.49,0.186,36,0,ACTIVE,ONLINE,ANTIOQUIA,MICROCREDITO
EVT000002878,2025-02-20 12:03:39,,LN100286,CU900286,PAYMENT,9,5195644.0,92066.81,4367042.71,0.1544,24,197,DELINQUENT,ONLINE,ANTIOQUIA,MICROCREDITO
EVT000011999,2024-06-17 03:06:07,2024-06-17,LN101205,CU901205,PAYMENT,8,10000949.0,148164.06,8815636.52,0.0963,24,60,DELINQUENT,AGENTE,VALLE,CONSUMO
EVT000015121,2025-11-06 23:07:01,2025-11-07,LN101524,CU901524,PAYMENT,8,16698371.0,630196.52,11656798.84,0.1774,12,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000014934,2023-12-29 12:32:10,2023-12-29,LN101503,CU901503,DISBURSEMENT,0,29998041.0,,29998041.0,0.2078,24,0,ACTIVE,AGENTE,CUNDINAMARCA,VEHICULO
EVT000007943,2025-11-05 10:14:29,2025-11-06,LN100796,CU900796,PAYMENT,6,26173294.0,611277.28,22505630.32,0.2671,24,0,ACTIVE,ONLINE,BOGOTA,LIBRANZA
EVT000001057,2023-09-17 20:01:59,,LN100108,CU900108,PAYMENT,2,17977507.0,389392.8,17198721.4,0.2332,24,0,ACTIVE,OFFLINE,SANTANDER,CONSUMO
EVT000007308,2026-03-20 15:32:50,2026-03-20,LN100731,CU900731,PAYMENT,4,19762581.0,193805.04,18987360.84,0.0942,36,22,DELINQUENT,OFFLINE,ANTIOQUIA,VEHICULO
EVT000005780,2024-08-09 06:38:26,,LN100578,CU900578,PAYMENT,2,20525491.0,207615.34,20110260.32,0.2046,48,0,ACTIVE,ONLINE,CALDAS,VEHICULO
EVT000008462,2023-07-03 08:19:28,2023-07-03,LN100848,CU900848,DISBURSEMENT,2,11691608.0,314211.97,11063184.06,0.3375,24,0,ACTIVE,ONLINE,ATLANTICO,CONSUMO
EVT000001280,2026-02-20 12:43:24,2026-02-21,LN100130,CU900130,PAYMENT,6,13557683.0,190959.97,12411923.18,0.0817,24,1,DELINQUENT,ONLINE,BOLIVAR,CONSUMO
EVT000010746,2023-11-29 08:50:36,2023-11-30,LN101081,CU901081,PAYMENT,2,3581773.0,124741.21,3332290.58,0.3224,18,0,ACTIVE,OFFLINE,VALLE,MICROCREDITO
EVT000012129,2025-07-19 19:12:49,2025-07-19,LN101219,CU901219,DISBURSEMENT,1,1309026.0,50000.0,1259026.0,0.2544,24,0,ACTIVE,OFFLINE,SANTANDER,CONSUMO
EVT000017410,2025-05-26 19:01:36,2025-05-27,LN101756,CU901756,DISBURSEMENT,0,13952184.0,1100827.32,13952184.0,0.1945,6,0,ACTIVE,ONLINE,SANTANDER,LIBRANZA
EVT000006898,2026-03-03 05:28:21,2026-03-03,LN100690,CU900690,PAYMENT,4,6554110.0,109759.5,6115072.0,0.3024,36,18,DELINQUENT,ONLINE,ANTIOQUIA,CONSUMO
EVT000012234,2023-07-22 13:41:46,2023-07-23,LN101231,CU901231,PAYMENT,4,29461449.0,455032.08,27641320.68,0.1089,24,13,DELINQUENT,ONLINE,ANTIOQUIA,VEHICULO
EVT000004447,2024-03-25 01:17:05,2024-03-26,LN100444,CU900444,PAYMENT,7,22058020.0,657623.1,17454658.3,0.2472,18,0,ACTIVE,AGENTE,NARINO,CONSUMO
EVT000001408,2026-01-02 22:52:45,2026-01-02,LN100143,CU900143,DELINQUENCY,3,16054339.0,347496.17,15011850.49,0.2329,24,46,DELINQUENT,ONLINE,BOGOTA,LIBRANZA
EVT000012853,2025-11-10 14:06:36,2025-11-11,LN101291,CU901291,PAYMENT,2,27275134.0,354394.91,26566344.18,0.1898,36,0,ACTIVE,ONLINE,ANTIOQUIA,MICROCREDITO
EVT000008055,2023-09-16 01:18:42,2023-09-16,LN100808,CU900808,PAYMENT,2,23240741.0,1386077.79,20468585.42,0.0982,6,8,DELINQUENT,OFFLINE,VALLE,LIBRANZA
EVT000013338,2025-06-21 11:38:05,2025-06-21,LN101339,CU901339,PAYMENT,9,25801143.0,1173435.98,15240219.18,0.2548,12,49,DELINQUENT,ONLINE,CUNDINAMARCA,LIBRANZA
EVT000010058,2025-02-20 20:38:24,2025-02-21,LN101010,CU901010,PAYMENT,6,29331642.0,878971.54,24057812.76,0.2495,18,19,DELINQUENT,ONLINE,NARINO,VEHICULO
EVT000006944,2024-01-21 22:07:12,,LN100695,CU900695,DISBURSEMENT,2,23322564.0,722299.81,21877964.38,0.1097,12,0,ACTIVE,OFFLINE,ANTIOQUIA,CONSUMO
EVT000000178,2024-07-24 16:08:35,2024-07-25,LN100018,CU900018,PAYMENT,4,25995334.0,747105.9,23006910.4,0.0874,12,0,ACTIVE,AGENTE,NARINO,LIBRANZA
